IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_114,PKA_260_ENG,PKA_260_EXP,MUT_RPS6KB2,MUT_RPS6KB2_EXP,PWY_R_HSA_1643685_CSV,PWY_R_HSA_170834_EXP,GO_0030325,GO_0061024,SFAM_DYRK1_EXP,SFAM_FJ_EXP,SFAM_NuaK,CLS_Histology_subtype_1_mixed_carcinoma,EXP_SBK2,EXP_ACVR2B,EXP_SBK1,EXP_STK10,EXP_MYO3B,EXP_STK19,PKA_137_CSV_X_Fingerprint_576,PKA_137_EXP_X_Fingerprint_576,PKA_137_X_Fingerprint_576,PKA_251_ENG_X_Fingerprint_644,PKA_251_POL_X_Fingerprint_644,PKA_260_EXP_X_Fingerprint_611,PKA_85_EXP_X_Fingerprint_611,PKA_93_EXP_X_Fingerprint_644,PKA_93_X_Fingerprint_644,EXP_CSNK1E_X_EXP_CEP135,EXP_CSNK1E_X_EXP_UTP3,EXP_FGFR2_X_EXP_EPN3,EXP_FGFR2_X_EXP_NCAM1,EXP_MAP2K2_X_EXP_HRAS,EXP_MAP2K2_X_EXP_YWHAH,EXP_MAPK8_X_EXP_ATF3,EXP_MAPK8_X_EXP_CRK,EXP_MAPK8_X_EXP_GNA15,EXP_MAPK8_X_EXP_HSP90AA1,EXP_MAPK8_X_EXP_TNFRSF1A,EXP_MAPKAPK3_X_EXP_TNRC6C,EXP_STRADB_X_EXP_PRKAB1,EXP_SYK_X_EXP_SNCA,EXP_SYK_X_EXP_TLR4,REC_R_HSA_3228469_EXP_X_REC_R_HSA_6802934_EXP,REC_R_HSA_3228469_X_REC_R_HSA_6802932,GO_0003007_X_GO_0007268,GO_0010629_X_GO_0048015,GO_0036289_EXP_X_GO_0060999_EXP,Predicted IC50,Validation
3.815419,905991,345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.765996058,2.8536282614,0,0,0,0,0,0,0,0,0,36.8049036,68.731588097,10.002241832,10.262328532,44.314431907,76.815542775,14.17036255,38.407689143,20.827368092,43.355126798,27.535001325,23.565624791,18.721631587,20.924054128,8.5452175449,0,0,0,0,0,4.3974678863,2
4.935012,910548,292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,2.8688021718,3.0811523315,0,0,0,0,0,0,0,0,0,31.93619045,52.453269376,12.904294859,14.595808099,51.813782389,81.400803639,15.997677207,28.238347059,13.113215391,43.616403362,22.588123303,24.267632768,25.026384073,11.64385226,9.9670416551,0,0,0,0,0,4.0695815285,4
2.72795,1240200,1043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.862706558,0,0,0,0,0,0,1,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.9186720559,2.6789317833,0,0,0,0,0,0,0,0,0,32.06160801,61.716945744,14.236685723,13.090805212,45.518070169,68.901560859,16.647075999,35.168233053,15.071942009,46.842357813,22.581580073,28.609539066,29.525746803,21.047031398,16.802141734,0,0,0,0,0,4.9960740876,2
3.36048,1240198,1021,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8752965222,0,0,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.8722874692,2.7747628878,0,0,0,0,0,0,0,0,0,32.500319667,58.45235757,14.877111337,13.851661192,41.943867915,69.617671963,16.252172526,28.765009519,13.68767025,42.597495915,20.016837708,24.308936814,21.597117942,18.992020804,16.481953622,0,0,0,0,0,2.6869905687,8
3.129684,1240128,1142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.751916,0,0,0,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.8383943943,2.5466618141,0,0,0,0,0,0,0,0,0,36.430229823,67.652922267,9.6339418627,9.6347482387,48.0970981,72.286097176,15.159800286,32.98322865,14.372840154,44.609758797,22.945888818,23.886545611,22.151758061,20.38261588,9.1415663813,0,0,0,0,0,1.5188728383,5
3.325849,1240222,1061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0463011526,0,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.8405338431,2.7729221642,0,0,0,0,0,0,0,0,0,41.657284004,65.405185252,15.322348092,15.581597434,52.777462207,84.611056888,14.111978523,34.237892322,14.421658358,38.09711766,21.972190915,25.064521664,18.650208152,13.541443154,9.7550828004,0,0,0,0,0,2.7720200441,10
1.504573,906852,262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2.421447,0,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7380013902,2.7166409539,0,0,0,0,0,0,0,0,0,39.100227458,62.275915198,11.131727834,11.228741906,68.5834949,79.502857744,13.427176948,30.901598569,19.347426062,40.313038926,23.063913496,25.904008715,25.513378525,12.375184833,12.169201838,0,0,0,0,0,3.1226021902,6
5.505356,1240197,230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.795126,0,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.8142892589,2.5020686576,0,0,0,0,0,0,0,0,0,37.234156669,50.269494567,14.030652704,14.013794627,40.525485688,68.595919961,14.987895228,35.368802644,15.998349995,45.137146836,23.53809934,19.336264624,18.94656315,12.316063764,11.067515469,0,0,0,0,0,6.1541946604,8
2.077929,905990,331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.2193720915,3.0115798512,0,0,0,0,0,0,0,0,0,37.678087984,57.518972533,15.015941855,16.764279158,47.024205049,74.430271226,20.961698252,34.7982297,16.746580489,50.353512292,23.469900946,22.337452878,17.781933801,19.631572448,14.541564161,0,0,0,0,0,2.0316640874,10
2.590145,906804,1029,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,2.9016381841,3.1102632103,0,0,0,0,0,0,0,0,0,45.453851088,68.891136572,9.9791297889,10.455672132,51.638235845,79.895598937,15.867867929,32.527437903,14.287795194,33.785464423,21.077926353,27.665759182,17.162907562,27.770580224,10.452170789,18.407249565,1,0,0,0,1.4424120751,2
-0.376553,910548,1242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,2.8688021718,3.0811523315,0,0,0,0,0,0,0,0,0,31.93619045,52.453269376,12.904294859,14.595808099,51.813782389,81.400803639,15.997677207,28.238347059,13.113215391,43.616403362,22.588123303,24.267632768,25.026384073,11.64385226,9.9670416551,0,0,0,0,0,0.3347716003,1
0.0517579066,1479988,1014,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4.11102873,0.806595,0,0,0,0,0,0,0,3.7297444031,4.0766479064,3.6349007583,4.7527469508,2.9397171969,2.6642147813,0,0,0,0,0,0,0,0,0,40.369283188,65.329057813,9.8808011302,12.89205296,59.72526283,78.389677087,14.391223187,37.641235586,21.204661401,48.946232164,27.977598418,25.992988461,17.180062064,19.805105335,11.276586059,15.981330315,1,0,0,0,0.4199707095,10
4.532917,1298539,279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752228,0,0,0,0,4.8660451132,0,0,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.9078141379,2.8917732902,0,0,0,0,0,0,0,0,0,46.216366411,61.349461398,9.5802950075,12.235299563,53.539462559,68.273920467,12.831042472,30.39349032,20.225578219,36.084533469,22.232187004,22.762754474,25.294213132,21.558359866,11.564560351,0,0,0,0,0,4.0207034824,2
3.254928,909774,152,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7818274318,2.7516773633,0,0,0,0,0,0,0,7.6606359158,1,45.411622831,69.69271588,10.294766663,10.297644168,51.69599587,71.391780095,12.965938931,29.969054231,21.061145508,37.743320492,20.427858066,15.930880152,24.662372099,12.503956117,9.4492709668,0,0,0,0,0,2.7386814471,8
2.43327,1240128,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.751916,0,0,0,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.8383943943,2.5466618141,0,0,0,0,0,0,0,0,0,36.430229823,67.652922267,9.6339418627,9.6347482387,48.0970981,72.286097176,15.159800286,32.98322865,14.372840154,44.609758797,22.945888818,23.886545611,22.151758061,20.38261588,9.1415663813,0,0,0,0,0,2.3942441382,9
2.064226,909255,229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.8784191605,2.6560329634,0.797912,7.4366576417,1,0,0,0,0,0,0,41.287302194,74.609952758,12.910505264,12.777033074,67.421001986,91.457337647,15.839725262,31.811609138,15.029311573,37.507171019,19.749833885,27.393544077,23.216505743,10.643412689,9.0483698419,0,0,0,0,0,2.6759184579,6
1.051603,905933,1142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-3.861,6.5545862821,0,0,0,0,0,0,4.0550872099,0,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1513899199,3.1755934124,0,0,0,0,0,0,0,0,0,29.33881711,56.057876423,16.86998396,17.701008291,44.330248574,64.796202595,14.572909962,32.156385222,14.966376467,49.481181446,22.612764884,22.314591415,14.053581039,28.412466608,21.608209505,0,0,0,0,0,1.6913768569,5
5.997038,1480374,193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.239,4.7159664778,0,0,0,0,0,0,0,0,0,1,3.2164318631,3.9668787496,7.3168549611,3.5548584686,2.909840205,2.8942232905,0,0,0,0,0,0,0,0,0,31.221869283,60.613449229,14.225854782,12.938810594,40.542353927,66.941254828,15.576535623,31.28690763,14.61326707,35.499575542,18.938639034,19.977946617,17.144634283,18.262185327,16.96258755,0,0,0,0,0,6.9401759671,9
-5.127261,1240197,1060,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.8142892589,2.5020686576,0,0,0,0,0,0,0,0,0,37.234156669,50.269494567,14.030652704,14.013794627,40.525485688,68.595919961,14.987895228,35.368802644,15.998349995,45.137146836,23.53809934,19.336264624,18.94656315,12.316063764,11.067515469,0,0,0,0,0,-2.699190216,2
-0.853139,924186,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.8876504926,2.5640997749,0,0,0,0,0,0,4.8188387322,0,0,39.481129847,64.864062518,9.6336058683,11.749199939,55.735329281,75.675143533,16.93644073,42.117697825,17.948547405,55.990240354,33.50632258,23.450478127,22.678765651,14.086300784,10.506280606,0,0,0,0,0,-0.88314778,4
-1.055724,906804,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,2.9016381841,3.1102632103,0,0,0,0,0,0,0,0,0,45.453851088,68.891136572,9.9791297889,10.455672132,51.638235845,79.895598937,15.867867929,32.527437903,14.287795194,33.785464423,21.077926353,27.665759182,17.162907562,27.770580224,10.452170789,18.407249565,1,0,0,0,-0.366300026,2
-1.314201,1479987,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8512056449,0,0,0,3.3253510967,4.3818567525,5.5025090536,4.9604694252,2.7615240251,2.8835960733,0,0,0,0,0,0,0,0,0,44.968842124,67.582896605,9.8314130649,10.861207749,56.605423321,73.096867548,14.203620938,34.312175576,13.762676946,39.516219854,22.116820503,20.764468875,17.016444,18.341845445,9.633863972,0,0,0,0,0,-1.752732659,3
1.868475,1240129,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,2.7917201621,3.0797592705,0,0,0,0,0,0,0,0,0,30.286610388,59.569874195,11.625468382,14.187067379,48.147292733,73.859787522,13.215609086,27.224896019,12.523995298,35.162909858,21.502378422,26.389612587,19.605547565,14.274393246,9.3976487598,0,0,0,0,10.058156038,1.7796875342,5
6.157413,1240198,345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8752965222,0,0,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.8722874692,2.7747628878,0,0,0,0,0,0,0,0,0,32.500319667,58.45235757,14.877111337,13.851661192,41.943867915,69.617671963,16.252172526,28.765009519,13.68767025,42.597495915,20.016837708,24.308936814,21.597117942,18.992020804,16.481953622,0,0,0,0,0,5.5777792436,5
3.344895,1480371,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.374177316,0,0,0,3.4613653167,4.0971838113,6.4353601268,4.4889118608,3.344553198,2.7181585597,0,0,0,0,0,0,0,0,0,38.225655674,65.140745803,17.968023615,18.531228865,54.830836703,74.914192661,16.189628525,38.016328628,16.001684946,47.308968756,19.436908598,27.727002622,14.964324635,27.219085888,10.067167093,0,0,0,0,17.491605198,4.0114298446,10
0.742985,1480360,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4693952925,3.9616000565,4.0304990539,4.2804118829,2.8817219188,2.8522580196,0,0,0,0,0,0,0,0,0,42.841958695,63.027955405,9.7308042125,12.787292162,54.166590828,81.471854216,15.39008892,28.454523902,16.130489808,38.501371537,24.76802426,24.546406217,16.327873418,11.309215664,12.329424114,0,0,0,0,0,0.5928230868,2
-4.247203,1480364,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.3235198815,4.2247869132,5.7699520212,3.4614934092,2.835256713,3.173432373,0,0,0,0,0,0,0,0,0,33.653552185,55.763794702,18.337630031,13.053424639,44.864167174,61.662564378,13.367334082,27.706814038,14.632358504,34.805527702,20.924553968,20.09006142,16.714355405,33.316452792,23.44795866,0,0,0,1,0,-1.932139375,8
4.394736,949090,1019,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,3.2280456164,2.9994691853,0,0,0,0,0,0,0,0,0,35.754883406,55.232621845,16.016442672,19.773926739,43.316083283,67.024079725,12.910105733,26.171566199,12.334390248,31.74950246,15.934624872,21.347933849,19.381499255,37.497374693,18.422731512,0,0,0,0,0,4.269084047,8
3.244317,909257,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.133484,3.3996797735,0,0,0,4.2759125266,0,0,3.6442235877,4.7384835651,5.0233846971,4.333591723,2.866664262,2.7617218535,0,0,0,0,0,0,0,0,0,38.498717063,65.911753054,13.198824896,13.417873173,46.208017615,69.005615229,16.376386404,31.684628676,13.177787221,45.362438605,22.339601946,27.117576767,20.555214972,11.725012236,10.136972142,0,0,0,0,0,2.7780186414,8
2.430994,1298365,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.8494770457,2.6622992598,0,0,0,0,0,0,0,0,0,38.021109933,65.468724476,12.178490415,12.575733578,52.417151621,76.029822856,15.55296982,33.80084383,15.448370966,46.360142845,27.805747665,28.725328652,36.079934556,17.828472809,10.177609756,0,0,0,0,0,2.6520054986,4
1.085864,1479988,1050,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.11102873,0.806595,0,0,0,0,0,0,0,3.7297444031,4.0766479064,3.6349007583,4.7527469508,2.9397171969,2.6642147813,0,0,0,0,0,0,0,0,0,40.369283188,65.329057813,9.8808011302,12.89205296,59.72526283,78.389677087,14.391223187,37.641235586,21.204661401,48.946232164,27.977598418,25.992988461,17.180062064,19.805105335,11.276586059,15.981330315,1,0,0,0,0.7007693614,2
3.690054,924186,1013,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.8876504926,2.5640997749,0,0,0,0,0,0,4.8188387322,0,0,39.481129847,64.864062518,9.6336058683,11.749199939,55.735329281,75.675143533,16.93644073,42.117697825,17.948547405,55.990240354,33.50632258,23.450478127,22.678765651,14.086300784,10.506280606,0,0,0,0,0,2.8831694038,1
5.362889,905933,256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-3.861,6.5545862821,0,0,0,0,0,0,4.0550872099,0,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1513899199,3.1755934124,0,0,0,0,0,6.5545862821,0,0,0,29.33881711,56.057876423,16.86998396,17.701008291,44.330248574,64.796202595,14.572909962,32.156385222,14.966376467,49.481181446,22.612764884,22.314591415,14.053581039,28.412466608,21.608209505,0,0,0,0,0,4.8564455171,6
3.221251,909774,1164,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7818274318,2.7516773633,0,0,0,0,0,0,0,0,0,45.411622831,69.69271588,10.294766663,10.297644168,51.69599587,71.391780095,12.965938931,29.969054231,21.061145508,37.743320492,20.427858066,15.930880152,24.662372099,12.503956117,9.4492709668,0,0,0,0,0,3.6393706758,6
4.30394,949090,281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,3.2280456164,2.9994691853,0,0,0,0,0,0,0,0,0,35.754883406,55.232621845,16.016442672,19.773926739,43.316083283,67.024079725,12.910105733,26.171566199,12.334390248,31.74950246,15.934624872,21.347933849,19.381499255,37.497374693,18.422731512,0,0,0,0,0,4.5620328322,8
