IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,PWY_R_HSA_2187338,PWY_R_HSA_2187338_EXP,GO_0032212_EXP,CLS_tumour_source_NS,CLS_NCI_code_C9384,EXP_EGFR_X_EXP_CTGF,EXP_EGFR_X_EXP_LPAR1,EXP_EGFR_X_EXP_PIK3CA,EXP_EIF2AK3_X_EXP_PIK3CA,EXP_FLT1_X_EXP_FGF4,EXP_FLT1_X_EXP_GPC1,EXP_FLT1_X_EXP_VEGFD,EXP_ICK_X_EXP_C1orf56,EXP_MAP4K5_X_EXP_TRADD,EXP_SGK1_X_EXP_EP300,EXP_SGK1_X_EXP_RPTOR,EXP_SRMS_X_EXP_LRGUK,EXP_TGFBR1_X_EXP_BMP7,EXP_TGFBR1_X_EXP_CAV1,EXP_TRIO_X_EXP_RAC3,EXP_YES1_X_EXP_NRG2,PWY_R_HSA_212436_EXP_X_PWY_R_HSA_983712_EXP,GO_0006281_X_GO_0043068,Predicted IC50,Validation
3.558873,905981,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.54243014,18.380960856,34.530170746,40.854718048,8.1400265258,15.137727453,9.0490632399,16.3057956,45.792160248,25.116979853,15.603315776,10.072954528,11.005480865,37.439813301,41.770965566,23.030216495,0,0,3.2147351457,1
2.930682,905980,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24.031962577,33.634804536,31.372908933,30.949874485,8.0654240099,12.320755054,8.4585910641,18.393329392,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,39.175287153,23.898572713,0,0,3.3033926489,9
4.143357,910698,288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,46.139903198,27.55848957,34.179956577,41.94323285,8.7408143206,19.199963862,10.895207926,18.388845119,33.110345472,37.012350629,22.256860292,10.712541325,14.924391473,52.82467811,35.760318507,21.556947027,0,0,5.0258835615,5
3.191323,905947,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5.0797408842,0,0,37.253327817,28.650325315,30.923000583,25.710881579,7.7134237988,18.587271614,7.7728611303,15.481067203,33.132635014,27.956452195,16.537715788,9.3714724475,10.432184761,36.421067563,48.92367853,22.564900187,0,1,0.4455582373,1
1.756927,905978,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.5648385,28.450828401,32.109323102,37.613928056,8.0011809763,14.541122603,8.910284793,14.957154927,36.901078681,42.896116819,21.070747195,8.9924187106,11.056777778,42.152987929,34.319466397,24.089245105,0,0,1.2675375178,4
-0.846141,905950,153,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3.5056671019,0,0,0,37.494454834,23.499136549,32.876479888,44.156294819,7.8474063857,14.955356621,9.1728253135,17.078820577,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,41.675413936,23.871537278,0,0,-0.985282868,10
0.241489,753577,1019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3.415194526,3.415194526,0,0,42.664845865,21.921156811,31.952499426,40.328886287,8.2903870821,16.95599617,9.2588230758,16.476668318,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,31.804130288,24.589782517,0,0,0.4845782042,4
5.043375,905978,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.5648385,28.450828401,32.109323102,37.613928056,8.0011809763,14.541122603,8.910284793,14.957154927,36.901078681,42.896116819,21.070747195,8.9924187106,11.056777778,42.152987929,34.319466397,24.089245105,0,0,3.4510301172,3
4.177458,909250,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,3.7768351982,3
5.573659,1298169,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,46.795761522,32.586175416,36.223319882,40.651605491,8.5024497004,20.830343857,12.124327519,18.375306648,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,48.437587861,18.320648217,25.703594287,0,6.1523861701,7
3.073419,910952,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,40.910546146,25.58674391,40.036184801,50.670243007,8.7445677782,16.269800882,9.0751677515,16.505457069,44.997011706,34.860793914,19.419350255,10.230297244,11.859228181,40.309002167,48.949101803,22.9538967,0,0,1.716271077,5
-0.151491,910920,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,53.47618942,24.288492286,37.596093445,36.976320913,8.6845084749,15.732991831,9.2066735393,15.163507557,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,35.948249549,21.706237506,0,0,-0.720022753,10
3.949193,1524414,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,39.418770726,31.312756403,45.8759007,37.411654443,9.1318335868,16.021274,10.129512013,14.716192758,46.60341031,32.370177992,20.192679738,9.9789367728,11.64988037,45.834761759,42.863487184,22.42443346,0,0,4.0991625435,9
-3.850027,910920,56,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,53.47618942,24.288492286,37.596093445,36.976320913,8.6845084749,15.732991831,9.2066735393,15.163507557,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,35.948249549,21.706237506,0,0,-0.616007325,7
2.845543,905950,1219,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5056671019,0,0,0,37.494454834,23.499136549,32.876479888,44.156294819,7.8474063857,14.955356621,9.1728253135,17.078820577,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,41.675413936,23.871537278,0,0,2.6115765386,2
1.726057,909974,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.19443974,37.172786154,44.744246596,42.305288092,8.7606013333,19.597666248,9.785302431,17.189824196,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,47.223392261,20.38644071,0,0,1.5680491662,3
4.884484,910698,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,46.139903198,27.55848957,34.179956577,41.94323285,8.7408143206,19.199963862,10.895207926,18.388845119,33.110345472,37.012350629,22.256860292,10.712541325,14.924391473,52.82467811,35.760318507,21.556947027,0,0,5.1037799634,1
3.588256,909781,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,51.750955341,28.459675675,38.704041303,42.671166533,8.2451292264,16.499140556,8.9624169229,16.527633694,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,44.26238343,25.946538391,0,0,3.7046013825,7
1.613763,753577,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3.415194526,3.415194526,0,0,42.664845865,21.921156811,31.952499426,40.328886287,8.2903870821,16.95599617,9.2588230758,16.476668318,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,31.804130288,24.589782517,0,0,1.0116353094,7
3.33806,1524416,1013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20.881510726,22.330841686,37.809810884,40.086403622,8.6124506321,13.250008914,9.4457750613,14.794277853,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,44.239228578,22.756967589,0,1,2.2596303195,2
5.736967,909974,1050,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.19443974,37.172786154,44.744246596,42.305288092,8.7606013333,19.597666248,9.785302431,17.189824196,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,47.223392261,20.38644071,0,0,3.656312375,10
1.639034,905980,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24.031962577,33.634804536,31.372908933,30.949874485,8.0654240099,12.320755054,8.4585910641,18.393329392,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,39.175287153,23.898572713,0,0,2.7953082236,2
5.999084,905948,1043,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.560360675,29.592524579,37.23127105,43.288022848,8.1573846716,21.462298759,10.392422187,18.338842368,42.559717562,33.709636537,22.599068732,11.307576203,12.655781679,46.068687804,51.593407945,20.213658125,0,0,4.7513837757,6
2.670395,1509073,1042,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,44.976598901,30.978753556,35.913125804,39.997429171,8.0792671151,14.342230434,9.133072492,15.910219603,35.788953857,39.750348567,22.645906835,9.9678297918,11.886492306,41.234520565,39.359057516,23.874342558,0,0,3.9765657179,1
2.753554,1524416,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20.881510726,22.330841686,37.809810884,40.086403622,8.6124506321,13.250008914,9.4457750613,14.794277853,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,44.239228578,22.756967589,0,1,2.1825559674,4
-0.394104,910920,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,53.47618942,24.288492286,37.596093445,36.976320913,8.6845084749,15.732991831,9.2066735393,15.163507557,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,35.948249549,21.706237506,0,0,-0.180806648,6
2.451504,905980,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24.031962577,33.634804536,31.372908933,30.949874485,8.0654240099,12.320755054,8.4585910641,18.393329392,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,39.175287153,23.898572713,0,0,3.0732824494,7
4.32423,905979,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.948711669,27.914656561,33.8662887,35.853186732,8.2853453342,21.058409391,10.026647523,19.889617126,41.737856007,50.244290756,30.018433897,10.001899945,10.976104015,39.3857974,57.331554528,23.938992321,41.875426629,0,5.3562691891,10
-0.56051,753558,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.910788323,22.824643674,35.32335231,34.324474889,8.3946496695,18.243474806,10.044527309,14.830475746,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,53.22196352,23.679037128,0,0,1.6222012144,1
4.512505,1298169,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,46.795761522,32.586175416,36.223319882,40.651605491,8.5024497004,20.830343857,12.124327519,18.375306648,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,48.437587861,18.320648217,25.703594287,0,3.1331229085,1
3.434005,1524416,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20.881510726,22.330841686,37.809810884,40.086403622,8.6124506321,13.250008914,9.4457750613,14.794277853,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,44.239228578,22.756967589,0,1,3.1829995417,4
1.695631,909250,256,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,1.4963664103,5
1.9975859315,909250,1014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,1.383908494,6
3.194951,905981,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.54243014,18.380960856,34.530170746,40.854718048,8.1400265258,15.137727453,9.0490632399,16.3057956,45.792160248,25.116979853,15.603315776,10.072954528,11.005480865,37.439813301,41.770965566,23.030216495,0,0,4.6904419238,3
2.587438,909250,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,3.0374594242,9
4.688895,909730,176,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.4032518559,16.65420112,20.327176097,31.754058311,8.0282910182,12.544588841,9.396758002,17.130337085,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,41.091489085,23.408489969,0,0,4.9361761559,7
4.551251,905981,199,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,40.54243014,18.380960856,34.530170746,40.854718048,8.1400265258,15.137727453,9.0490632399,16.3057956,45.792160248,25.116979853,15.603315776,10.072954528,11.005480865,37.439813301,41.770965566,23.030216495,0,0,4.4882205924,9
1.116956,909250,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,1.584624099,9
2.487654,909781,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,51.750955341,28.459675675,38.704041303,42.671166533,8.2451292264,16.499140556,8.9624169229,16.527633694,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,44.26238343,25.946538391,0,0,2.3581792205,2
6.046397,909974,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63.19443974,37.172786154,44.744246596,42.305288092,8.7606013333,19.597666248,9.785302431,17.189824196,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,47.223392261,20.38644071,0,0,4.6265026397,10
-1.382951,905950,1010,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5056671019,0,0,0,37.494454834,23.499136549,32.876479888,44.156294819,7.8474063857,14.955356621,9.1728253135,17.078820577,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,41.675413936,23.871537278,0,0,-0.709665002,5
4.427374,1509073,1219,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44.976598901,30.978753556,35.913125804,39.997429171,8.0792671151,14.342230434,9.133072492,15.910219603,35.788953857,39.750348567,22.645906835,9.9678297918,11.886492306,41.234520565,39.359057516,23.874342558,0,0,4.0534878497,6
2.001951,910922,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18.339515651,25.015005238,26.780838547,29.431497806,8.4372293781,12.920418851,9.2544751422,16.059482576,32.393053459,40.32113883,21.988647084,10.022026977,10.702926388,37.534663445,29.180902926,23.919655766,0,0,2.6245437516,1
1.987168,753577,152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,3.415194526,3.415194526,0,0,42.664845865,21.921156811,31.952499426,40.328886287,8.2903870821,16.95599617,9.2588230758,16.476668318,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,31.804130288,24.589782517,0,0,2.1686496075,1
2.51934,909974,119,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.19443974,37.172786154,44.744246596,42.305288092,8.7606013333,19.597666248,9.785302431,17.189824196,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,47.223392261,20.38644071,0,0,3.0675888815,7
-0.142165,905978,1024,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,46.5648385,28.450828401,32.109323102,37.613928056,8.0011809763,14.541122603,8.910284793,14.957154927,36.901078681,42.896116819,21.070747195,8.9924187106,11.056777778,42.152987929,34.319466397,24.089245105,0,0,-0.187729287,5
1.016917,909974,87,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,63.19443974,37.172786154,44.744246596,42.305288092,8.7606013333,19.597666248,9.785302431,17.189824196,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,47.223392261,20.38644071,0,0,1.1199189306,6
2.810492,905979,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,41.948711669,27.914656561,33.8662887,35.853186732,8.2853453342,21.058409391,10.026647523,19.889617126,41.737856007,50.244290756,30.018433897,10.001899945,10.976104015,39.3857974,57.331554528,23.938992321,41.875426629,0,2.6366100014,3
3.235971,753558,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,35.910788323,22.824643674,35.32335231,34.324474889,8.3946496695,18.243474806,10.044527309,14.830475746,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,53.22196352,23.679037128,0,0,3.4696181359,10
4.17736,905979,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,41.948711669,27.914656561,33.8662887,35.853186732,8.2853453342,21.058409391,10.026647523,19.889617126,41.737856007,50.244290756,30.018433897,10.001899945,10.976104015,39.3857974,57.331554528,23.938992321,41.875426629,0,3.3276451059,4
6.370989,909250,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,4.7818862102,3
2.518776,905978,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5648385,28.450828401,32.109323102,37.613928056,8.0011809763,14.541122603,8.910284793,14.957154927,36.901078681,42.896116819,21.070747195,8.9924187106,11.056777778,42.152987929,34.319466397,24.089245105,0,0,3.2024760272,5
2.407586,910698,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46.139903198,27.55848957,34.179956577,41.94323285,8.7408143206,19.199963862,10.895207926,18.388845119,33.110345472,37.012350629,22.256860292,10.712541325,14.924391473,52.82467811,35.760318507,21.556947027,0,0,2.9455088017,3
2.815638,909250,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,1.6649060588,5
-1.96947,905979,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41.948711669,27.914656561,33.8662887,35.853186732,8.2853453342,21.058409391,10.026647523,19.889617126,41.737856007,50.244290756,30.018433897,10.001899945,10.976104015,39.3857974,57.331554528,23.938992321,41.875426629,0,-0.886394682,9
1.610747,905981,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.54243014,18.380960856,34.530170746,40.854718048,8.1400265258,15.137727453,9.0490632399,16.3057956,45.792160248,25.116979853,15.603315776,10.072954528,11.005480865,37.439813301,41.770965566,23.030216495,0,0,2.130650756,6
3.569715,905963,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42.923792789,25.150823293,30.562885334,37.139976082,8.1833401859,13.878485507,9.4310013054,16.840350672,44.068738888,38.190680494,22.461329609,9.0729472449,9.935768594,39.216263118,48.21769919,25.656235856,0,0,2.686405349,5
1.165356,1524415,219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,33.386825469,31.798795669,32.211223223,34.110995671,7.7689453902,14.999712564,9.0143453461,15.686360184,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,35.87281124,25.762357352,0,0,0.845455854,4
2.923748,909250,229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,2.4485893096,5
2.610209,753577,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3.415194526,3.415194526,0,0,42.664845865,21.921156811,31.952499426,40.328886287,8.2903870821,16.95599617,9.2588230758,16.476668318,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,31.804130288,24.589782517,0,0,2.0271476089,1
3.26346,910922,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,18.339515651,25.015005238,26.780838547,29.431497806,8.4372293781,12.920418851,9.2544751422,16.059482576,32.393053459,40.32113883,21.988647084,10.022026977,10.702926388,37.534663445,29.180902926,23.919655766,0,0,2.6290966136,3
