IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_656,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,REC_R_HSA_2468287,PWY_R_HSA_112409_CSV,PWY_R_HSA_5621481_CSV,PWY_R_HSA_5621575,PWY_R_HSA_8948751,GO_0001570,GO_0006977_EXP,GO_0007095_EXP,GO_0030336,GO_0034976,GO_0034976_EXP,GO_0036289,GO_0042981_EXP,GO_0090002_EXP,SFAM_PFTAIRE,SFAM_PFTAIRE_EXP,EXP_MAP2K4,EXP_MAP3K20,EXP_MAP3K6,EXP_CDK10,EXP_CSNK1D,EXP_AATK,EXP_CDC42BPA,EXP_FAM198A,EXP_LYN,EXP_STK24,EXP_RIPK4,EXP_CAMKV,EXP_MYLK3,EXP_PTK7,EXP_ABL2,EXP_DYRK1B,Predicted IC50,Validation
0.434487,946354,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.6202638095,0,0,0,0,1,9.7715569858,5.8665601299,0,0,5.6830552843,6.0130809201,3.4623777658,4.3314120041,7.5570586436,3.7294779438,4.0313482941,2.7657505109,7.6706385527,5.5145815885,7.4741262155,3.3980439771,3.0674501425,5.7673399626,4.7195573519,3.2457061157,1.6740561764,4
0.893051,946355,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28.101780067,0,1,3.4723671337,6.7137943961,5.7083121846,3.3886562218,4.1830750356,5.6994780194,4.1744329281,4.6989945689,2.7628088331,8.0621126038,4.8805784174,5.6922997403,3.3582345169,2.853938978,4.7714696758,4.7552304128,3.4163792623,2.6877308883,9
0.224302,946356,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.8122885527,0,0,0,5.9813033276,6.236311149,3.6336718221,4.6771559445,6.9904779286,3.9168515506,4.2769090777,3.6059594523,6.5499182527,5.2529025781,6.2775480213,3.5506654821,3.1184701205,4.6311521234,4.8689714945,3.3744704135,1.3188896105,10
0.036557,1240167,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.3986137668,0,0,0,1,5.3986137668,0,0,0,6.2942651157,6.0968373432,3.5682214766,4.5571080159,6.2400417451,5.1808507417,4.9303094614,2.849165607,5.8914461945,4.9411027364,4.5604537122,3.3234336889,3.1553400879,5.1364919632,4.6126363131,3.1602143846,1.3082874248,2
-0.881073,1298222,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.808165,1,0,0,0,0,0,0,0,0,3.5320793637,0,0,0,6.9440255824,6.5292812219,3.5597350877,4.8249656716,6.2076883445,4.6594428478,4.5737122337,2.9533532013,4.7343847331,5.0197867131,5.0026270937,3.4935455392,3.1942956833,5.4511988998,4.7762514749,3.6453135191,0.441314154,8
0.182836,1298359,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.787822,0,0,0,0,0,0,0,0,0,1,6.8586363428,0,0,0,7.1575191752,5.8690421263,3.5991311144,4.8104282535,5.260747836,3.5076734852,4.8014233616,2.7517529397,7.7153556733,5.2880521382,5.0675592664,3.1923048512,3.1840598406,4.758688355,5.0316726429,3.2687584194,2.6689793235,8
-0.292419,1299064,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6093831567,0,0,5.7471362008,7.3424828689,3.5171396341,4.6321631322,6.4959709458,4.1903723132,4.5177914637,2.9312104428,7.3225877747,5.8051405474,5.0737368119,3.2408851208,3.1653649893,6.2882082929,4.8823423556,3.2154737242,1.5350770918,6
-0.667185,1503361,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2264123472,0,0,5.405790934,6.2084641238,3.6219062409,4.5738538751,5.5420065091,3.5885391683,4.9191041317,2.9451778963,6.8246288863,4.4007512721,6.047275151,3.3153202702,3.0776430393,4.7371920967,5.1360974561,3.495506836,1.3870558331,6
-0.176212,1503365,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8103337486,5.3200520201,3.3886339159,4.2308596188,6.6482136728,3.9500278546,4.9600948329,2.7362130543,7.9038238961,4.4938080017,7.762606832,3.1789909289,3.1029731471,4.156713213,4.4876790856,3.3499000287,1.6996532743,1
-0.138991,1503366,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3021488864,5.9268856847,3.7135875324,4.2851905376,7.8807497319,6.2195587927,4.7917617506,2.9038491848,7.2086634629,5.7341704809,4.7623305831,3.4720018891,3.3082752,5.7934373766,4.1548098019,3.3959508581,0.8632338932,5
-0.134738,1503368,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.503313294,0,0,0,5.6001286526,5.1109655986,3.3825838074,5.055082325,6.4993927333,4.7485318129,4.6453642215,2.9266170771,7.0987540337,5.1369836426,6.2356507283,3.3897727458,3.0278739624,3.7700842482,4.2259390939,3.3728776753,0.6306352252,6
1.305338,1503371,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,20.897567984,3.458293448,0,0,6.3131531798,5.2295547327,3.188249988,4.8276379688,5.9138330992,3.6743306374,4.8167929067,2.8278051535,7.0341099957,4.2062330426,4.218988147,3.4786585013,3.1563935563,3.7555517133,4.817680457,3.1796661306,2.4092343682,10
5.188067,735784,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4039760326,0,0,0,0,9.6772447164,0,1,3.4242418202,5.5832381506,7.1393695075,3.2787191675,4.3694384171,6.4552947319,3.4300869931,5.067108678,2.7726316159,7.262074027,4.9513401439,4.6699018465,3.3619463864,3.0463042035,5.0710995333,4.724784492,3.0640275951,5.5415092089,8
3.824799,753555,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.5292712426,0,11.39094966,0,0,0,7.5269402313,7.4654408358,3.288871077,4.4712085487,5.9151004371,3.6219686868,4.794346204,3.0031508174,9.1690614198,4.925307982,5.2726516788,3.2813045604,3.0647827491,3.7181861801,5.3068804629,3.1697501687,5.9801363483,2
4.854754,753559,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.2823987688,0,0,0,0,0,6.3500338689,6.0418615588,3.4736527643,4.5685512417,6.4301508969,4.2727699702,4.5799959213,2.8380377124,6.6155462425,4.5031533565,3.6422184935,3.2502744166,3.1968202247,4.8584536178,5.9327360559,3.283798323,4.9909654042,5
4.211837,753573,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.552408,1,0,1,0,0,1,0,0,0,3.4851102753,0,0,0,6.1211783783,5.657112701,3.5339861539,4.3756345781,6.5206044533,3.8262142059,4.3337943743,2.837646181,2.8758095245,5.014259714,5.6051060754,3.3553326962,3.0256244141,5.3549645465,5.159956382,3.3470690401,4.2877531344,10
4.500412,753574,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4851696122,0,1,3.3833022457,5.3089020316,6.0020793953,3.5060501058,4.5906756385,6.3438224471,3.4916818893,4.5654176459,2.7898191166,6.5372933095,5.1594222799,5.4706904322,3.2801057124,3.0669395619,4.9545440153,3.9432644432,3.0688255834,4.8693789286,3
6.377829,753575,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3649364359,0,0,0,7.0925224985,7.4953249188,3.4411971435,4.2244521807,6.3773134063,3.647138737,4.49260866,2.8071807993,7.7782466617,4.7027494824,5.0298714052,3.2887605836,3.0461556778,4.4098927414,5.4753238791,3.3471181871,5.1463050244,7
5.235493,753576,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.7700546369,0,11.154907696,0,0,0,6.341347039,5.8807807399,3.2258704003,3.7980253258,5.5083899089,4.0962347242,5.1292663381,2.779430537,6.6652512452,5.1135122942,5.3800037273,3.3189457055,3.2327676618,4.0833624027,5.639073329,3.2695423908,5.372128499,5
5.589665,753614,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0563384407,4.6730721366,3.5698545875,4.8001742287,7.9425278778,6.0344192746,5.0737189873,3.5229304442,7.7010889182,6.1083464645,7.4342496831,3.4302768257,3.1659823641,4.7443038207,4.9261534532,3.251204509,4.1364701999,8
5.747334,753621,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3.4333362406,1,5.324511614,0,0,0,5.9787788201,6.0312257216,3.5143806717,4.0324154781,6.3216019826,3.8080272323,4.7938023949,2.7967185607,6.9600870291,4.648966702,6.2980897328,3.4981307996,3.0829764634,5.4057225886,5.5020044209,3.2303425173,5.4733892816,2
5.069233,753622,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,6.4058295189,0,0,0,5.9036361162,5.9756575265,3.6694626494,4.3555951166,7.0102608802,3.5494691515,4.2825133835,2.9561383018,6.9595342861,5.1113175946,5.4921109602,3.3938861191,3.1957437467,5.2665954484,5.628056078,3.2811201329,4.5889587724,2
3.883453,753623,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4230752411,0,0,0,5.4664080891,6.6369882808,3.6733276306,4.8263921259,6.063672022,5.0054730342,4.4884945325,2.7886179648,5.7890554406,4.4285275195,4.7514626848,3.3565389314,3.1806182191,5.1457137334,5.5379358221,3.7277234318,4.8025871444,10
5.90874,906817,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.773563,0,0,0,0,4.6023046208,0,0,0,0,2,19.978610893,0,0,0,6.8150566016,7.2567575403,3.4218861324,4.0556019677,6.5373579994,4.2684294938,5.0751261979,2.798084374,7.8451914369,4.2255939404,5.083998352,3.1908459402,3.1936450232,4.3814260667,5.5216317424,3.2952138875,5.6473702416,10
4.482216,907317,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.1714193156,0,0,0,0,1,9.5071171524,0,1,3.6363993836,6.1356020482,6.8957675112,3.3023972851,4.7173848352,6.1856251248,4.1843673085,4.053723523,2.8499015484,8.0783802481,4.9605871942,5.400003138,3.2802722036,3.2246881343,3.9574706336,5.6503710658,3.0152764766,4.8199275147,8
3.047852,907318,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.6331119888,0,12.441670137,0,0,0,6.4790878209,5.4214037807,3.5673200619,4.7893470111,6.2026613104,4.9771215491,4.0086619666,2.9277387415,6.9245713486,5.6002966494,4.5623199395,3.3383393469,3.2892426737,4.8730621905,4.760614696,3.580327885,4.4859978058,2
3.359988,907319,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.878466,0,0,1,0,0,0,1,3.289108413,0,0,0,0,0,6.1528202693,5.341572257,3.4002064326,4.6533349612,6.6614016038,4.505848874,3.7916810195,3.0289083349,8.8346492754,5.1694248967,6.8791262411,3.6745613169,3.1049879229,5.0766726932,4.9398438727,3.2473999736,4.287587155,9
3.73125,907320,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,9.8662423366,9.6699064949,0,0,5.498083803,5.4402825137,3.3752683862,4.7977038341,6.4595734598,5.100615154,4.2517785937,3.0520804571,6.2387481217,5.6022341242,6.9326563108,3.3930053172,3.4546982138,4.4764762275,4.7294661054,3.8081880614,3.782556334,5
4.351675,907321,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.762293,0,0,1,0,0,0,0,0,0,8.2322831926,0,0,0,6.1250831198,6.6679792865,3.4123881094,5.2211601635,6.3031214652,3.650277451,5.0589430846,2.7555887631,8.6933807082,5.0172570052,5.909261859,3.3582752223,3.2388993702,5.9444501944,4.8088101244,3.0640982351,4.6495277266,10
6.006618,910079,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.754663,0,0,0,0,8.384900173,8.384900173,0,2,12.373017503,0,6.5632657531,0,0,0,6.6615556483,6.0678003847,3.3546847965,4.7412806155,6.4913305506,4.6135122091,6.2986149516,3.0020175065,8.8625613229,5.5414972145,4.387478207,3.3794565208,2.9617462642,3.5176582423,5.1504246664,3.3130529624,6.2453364022,7
5.550134,946353,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9806059233,0,0,1,5.3777076755,2,4.9806059233,0,0,0,6.6224212887,6.7676783167,3.4885738637,4.4935476638,6.5539363004,3.2914526852,4.7341182828,2.8637926661,7.4893408229,4.8725441728,5.8380323446,3.370783019,3.0349272475,4.489684951,5.0253811159,3.4826725733,5.3474377745,10
5.142808,946354,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6202638095,0,0,0,0,1,9.7715569858,5.8665601299,0,0,5.6830552843,6.0130809201,3.4623777658,4.3314120041,7.5570586436,3.7294779438,4.0313482941,2.7657505109,7.6706385527,5.5145815885,7.4741262155,3.3980439771,3.0674501425,5.7673399626,4.7195573519,3.2457061157,4.6463509427,1
6.229509,946355,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28.101780067,0,1,3.4723671337,6.7137943961,5.7083121846,3.3886562218,4.1830750356,5.6994780194,4.1744329281,4.6989945689,2.7628088331,8.0621126038,4.8805784174,5.6922997403,3.3582345169,2.853938978,4.7714696758,4.7552304128,3.4163792623,5.5013121053,3
4.955754,946356,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.8122885527,0,0,0,5.9813033276,6.236311149,3.6336718221,4.6771559445,6.9904779286,3.9168515506,4.2769090777,3.6059594523,6.5499182527,5.2529025781,6.2775480213,3.5506654821,3.1184701205,4.6311521234,4.8689714945,3.3744704135,4.4996064414,4
5.467859,1240167,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.3986137668,0,0,0,1,5.3986137668,0,0,0,6.2942651157,6.0968373432,3.5682214766,4.5571080159,6.2400417451,5.1808507417,4.9303094614,2.849165607,5.8914461945,4.9411027364,4.5604537122,3.3234336889,3.1553400879,5.1364919632,4.6126363131,3.1602143846,4.7218986723,7
4.058071,1298222,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.808165,1,0,0,0,0,0,0,0,0,3.5320793637,0,0,0,6.9440255824,6.5292812219,3.5597350877,4.8249656716,6.2076883445,4.6594428478,4.5737122337,2.9533532013,4.7343847331,5.0197867131,5.0026270937,3.4935455392,3.1942956833,5.4511988998,4.7762514749,3.6453135191,4.0747640948,7
5.526227,1298359,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.787822,0,0,0,0,0,0,0,0,0,1,6.8586363428,0,0,0,7.1575191752,5.8690421263,3.5991311144,4.8104282535,5.260747836,3.5076734852,4.8014233616,2.7517529397,7.7153556733,5.2880521382,5.0675592664,3.1923048512,3.1840598406,4.758688355,5.0316726429,3.2687584194,5.4436543578,2
3.356858,1299064,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6093831567,0,0,5.7471362008,7.3424828689,3.5171396341,4.6321631322,6.4959709458,4.1903723132,4.5177914637,2.9312104428,7.3225877747,5.8051405474,5.0737368119,3.2408851208,3.1653649893,6.2882082929,4.8823423556,3.2154737242,4.4447657631,7
4.081651,1503361,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2264123472,0,0,5.405790934,6.2084641238,3.6219062409,4.5738538751,5.5420065091,3.5885391683,4.9191041317,2.9451778963,6.8246288863,4.4007512721,6.047275151,3.3153202702,3.0776430393,4.7371920967,5.1360974561,3.495506836,4.2935644928,2
5.763904,1503365,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8103337486,5.3200520201,3.3886339159,4.2308596188,6.6482136728,3.9500278546,4.9600948329,2.7362130543,7.9038238961,4.4938080017,7.762606832,3.1789909289,3.1029731471,4.156713213,4.4876790856,3.3499000287,4.7536714181,7
1.925904,1503366,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3021488864,5.9268856847,3.7135875324,4.2851905376,7.8807497319,6.2195587927,4.7917617506,2.9038491848,7.2086634629,5.7341704809,4.7623305831,3.4720018891,3.3082752,5.7934373766,4.1548098019,3.3959508581,3.8742149382,8
4.987604,1503368,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.503313294,0,0,0,5.6001286526,5.1109655986,3.3825838074,5.055082325,6.4993927333,4.7485318129,4.6453642215,2.9266170771,7.0987540337,5.1369836426,6.2356507283,3.3897727458,3.0278739624,3.7700842482,4.2259390939,3.3728776753,3.6017211776,4
5.273328,1503371,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,20.897567984,3.458293448,0,0,6.3131531798,5.2295547327,3.188249988,4.8276379688,5.9138330992,3.6743306374,4.8167929067,2.8278051535,7.0341099957,4.2062330426,4.218988147,3.4786585013,3.1563935563,3.7555517133,4.817680457,3.1796661306,5.1831495189,10
0.983475,735784,312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4039760326,0,0,0,0,9.6772447164,0,1,3.4242418202,5.5832381506,7.1393695075,3.2787191675,4.3694384171,6.4552947319,3.4300869931,5.067108678,2.7726316159,7.262074027,4.9513401439,4.6699018465,3.3619463864,3.0463042035,5.0710995333,4.724784492,3.0640275951,1.0710741582,5
0.661246,753555,312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.5292712426,0,11.39094966,0,0,0,7.5269402313,7.4654408358,3.288871077,4.4712085487,5.9151004371,3.6219686868,4.794346204,3.0031508174,9.1690614198,4.925307982,5.2726516788,3.2813045604,3.0647827491,3.7181861801,5.3068804629,3.1697501687,1.644758539,3
