IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_819,Fingerprint_818,Fingerprint_797,Fingerprint_714,Fingerprint_710,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_673,Fingerprint_672,Fingerprint_658,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_617,Fingerprint_611,GO_0000278,GO_0016477,FAM_TKL_CSV,PKA_172_ASA_X_Fingerprint_644,EXP_COQ8A_X_EXP_PDSS1,EXP_PRKAA2_X_EXP_TP53,EXP_SRC_X_EXP_ARRB2,EXP_SRC_X_EXP_CASP8,GO_0032212_X_GO_0043066,Predicted IC50,Validation
3.189919,1240159,1028,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,2.8409140682,7
3.215554,909739,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,3.4611187129,8
6.33564,1298146,345,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,5.9530991756,9
5.735841,909737,263,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,5.0775329903,6
-2.751525,910850,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,-1.017762714,5
1.872792,1240216,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,1.4134257304,7
3.358764,1240159,257,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,3.6795293669,4
0.6319691643,1240160,1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,0.9329250906,5
0.73324,1298146,155,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,2.12861754,10
1.384098,907057,282,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,1.4983853858,10
0.687801,1240160,256,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,1.3328051158,2
5.681786,1298146,331,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,3.9341862364,10
1.899823,1240216,1052,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,2.6989707888,8
2.134066,909738,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,2.2708563419,10
-1.519898,1298146,1024,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,-1.313793475,6
2.097526,909736,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,2.6875117355,5
1.180702,909737,256,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,1.0785833167,10
0.940053,909719,1046,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,2.4531316259,7
4.28024,1298146,293,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,3.5104327924,5
1.698034,909738,1054,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,2.849695591,2
4.36355,1240159,275,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,4.4205267476,8
1.915733,1298146,283,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,2.8701249278,4
3.1661,907057,281,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,3.6456770676,2
1.866312,1240216,158,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,1.3162165665,3
2.482161,909736,1219,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,1.6615565815,4
5.24059,910850,329,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.8522232283,2
2.154077,909739,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,0.0316666971,2
1.304115,1240217,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,22.2,25.878621649,13.612986655,16.062063195,11.559611023,0,0.6882124838,6
4.701721,1298146,1043,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,6.035864871,5
3.69441,909738,309,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,4.3205802571,3
0.748362,1240159,273,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,1.6137904008,5
2.960826,909737,291,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,1.9506143265,6
4.092486,909737,176,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,3.3156974672,10
4.22109,907071,255,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,4.1386139179,8
4.254205,907057,304,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,3.6199386971,4
-0.385653,909737,1024,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,-0.366067019,1
-0.927075,907057,155,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,0.2339511226,8
1.636307,909739,260,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,2.1918774449,9
0.326167,1240216,1053,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,1.8719246216,2
3.389294,910850,1049,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,2.8413728801,5
1.620849,910850,283,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,0.233081212,9
1.798645,907071,1203,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,2.3883063506,9
3.371484,909738,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,3.1661958695,2
0.5617,907057,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,1.6297896292,8
3.893864,1240216,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,2.5864918794,10
4.027669,909738,329,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,4.2346233061,10
1.15676,910850,167,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,1.2973994098,5
4.776109,1298146,177,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,4.2617899589,5
-0.589828,1298151,153,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,-1.772838278,1
3.350084,1240159,1013,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,3.9039062396,2
0.921073,909739,155,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,0.8717216599,8
5.000131,1240159,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,4.75227918,4
5.911916,910850,304,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.242206248,10
4.900257,909738,294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,4.6054601026,2
2.189963,909719,260,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,1.9925744843,6
4.953822,1240159,1025,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,4.9661378391,7
5.790784,907071,176,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,4.9627930904,3
2.282904,907057,249,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,1.1448419692,6
5.267772,909736,298,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,4.6065938482,3
-2.592857,1298151,282,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,1.1189537373,4
4.4379959309,1240159,1032,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,3.8188213167,9
-1.819098,909737,1060,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,-1.261643288,5
4.784061,1298146,193,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,5.4491672496,4
1.237814,909736,1023,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,1.6857582744,5
3.874192,1240217,309,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,0,4.3118311734,1
1.257211,907071,1054,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,1.6629429325,8
4.298113,1298146,282,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,4.8070540463,7
4.917844,1240159,235,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,3.5614192238,10
2.146196,909719,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.4710083967,3
3.18768,907071,152,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,2.1257954514,4
2.335169,1240159,1015,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,2.744062138,6
4.546391,909736,1061,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,3.7649287929,8
5.207946,1240160,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,2.6461255418,5
0.615364,1298146,1053,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,1.8807319947,2
2.443444,1240217,330,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,22.2,25.878621649,13.612986655,16.062063195,11.559611023,0,3.1449656169,8
3.57951,909738,1028,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,2.8408510985,6
5.242673,910850,330,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.1030973583,10
2.457744,1240216,1013,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,2.8477564452,5
5.411927,1298146,235,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,5.4537191465,8
4.02739,1240159,152,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,2.1231424304,1
1.210291,1240160,1022,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,-0.028083504,9
2.741479,1240216,1042,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,2.9113870252,1
0.766701,1298146,1019,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,3.4192146441,4
0.85516,910850,207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,1.6996617739,4
5.33293,907071,203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,4.1614147059,9
3.973699,1240160,304,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,3.9933090152,6
1.37458,909739,254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,2.0055023922,4
0.189601,909736,155,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,0.2654324913,8
4.074687,909737,279,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,4.4891147183,2
5.681786,1298146,302,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,6.5052891729,3
5.912103,910850,345,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.6092822651,7
4.019685,1298151,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,3.0130216157,2
4.100237,907071,330,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,3.1956957706,8
5.805343,910850,221,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,4.6689109149,1
0.434099,1298151,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,1.312745583,6
3.120345,1240160,203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,2.715271676,10
2.814688,1240216,1373,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,3.0411323974,8
4.739706,909719,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.9224048787,3
5.104649,909738,230,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,4.3317220502,1
4.910317,1240160,231,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,4.848172402,6
-3.338742,1298151,1060,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,-1.268040556,7
3.057742,909738,291,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,2.6910329876,8
4.928633,907071,1039,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,4.6102385142,8
0.391291,907071,153,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,0.9682636766,4
3.79807,910850,293,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,3.5104327928,4
2.288536,1240159,256,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,2.3882719537,4
-3.893018,907071,1057,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,-2.592740677,5
3.285468,1298146,1242,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,3.2947167642,8
3.103209,909719,1029,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,2.8473466432,7
3.8503727076,907071,1032,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,2.8115468508,1
2.106886,1240160,1373,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,3.5652105524,10
5.065005,1240160,193,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,5.075316408,9
-0.441929,1240216,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,0.4036240206,6
0.603792,909719,1019,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,1.9269527142,5
3.020509,907071,1164,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,3.4257723966,4
2.209789,1298151,305,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,3.6816871955,2
0.169061,1298151,1019,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,1.7156638908,9
3.926393,909719,1129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.3386821965,8
3.18732,1298151,294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,3.1634304648,9
0.7384,1240217,1242,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,0,1.1749976396,7
3.471292,1240216,291,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,2.8128370206,5
0.318535,909738,1010,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,1.37185859,10
1.669383,1240159,178,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,2.2449847485,4
-0.10843,1240216,308,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,-0.166984461,10
5.242673,910850,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.4783513169,3
1.944621,909719,277,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.3975110608,2
2.610044,907057,1052,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,1.7053111648,1
4.215602,1298151,221,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,3.6742477284,6
0.766367,909738,235,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,1.5015695329,7
5.242673,910850,301,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,4.1899391365,6
0.685697,1240159,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,1.4443125987,6
2.096487,909736,282,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,1.1197052811,4
0.563912,909736,262,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,2.3692738496,7
3.164955,907057,255,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,4.1392423786,6
