IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,MUT_MAP3K19_CSV,EXP_COQ8A,EXP_BMP2K,EXP_TYRO3,EXP_STK39,EXP_ABL1_X_EXP_NAA25,EXP_ABL1_X_EXP_WASF1,EXP_BMP2K_X_EXP_NUMB,EXP_EIF2AK2_X_EXP_DDX58,EXP_EIF2AK2_X_EXP_IFI44L,EXP_GRK2_X_EXP_OR7G3,EXP_GRK2_X_EXP_P2RY11,EXP_GRK2_X_EXP_PEBP1,EXP_STK25_X_EXP_PDCD10,Predicted IC50,Validation
5.724681,687459,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,5.646262734,7
3.880134,724812,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,4.0547252693,7
2.174959,724838,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,2.7103653293,2
4.722099,753552,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,4.7983468657,5
5.498225,753566,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,5.0834285163,7
4.066793,906797,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,4.1336221581,8
4.84829,906798,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,4.7256066146,8
4.714238,907065,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,5.2027944027,4
5.604454,907312,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,6.1446451989,10
2.898362,909704,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,3.1560169269,10
4.524948,909780,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,5.3081947732,7
2.729724,910926,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,2.5916111457,8
5.924877,1299051,294,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,5.0862537173,4
2.208816,687452,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,2.8999807136,2
0.718575,687455,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,1.4234322961,7
5.315816,687459,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,4.9518866588,4
3.734285,724812,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,3.4094688543,4
1.664231,724838,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,3.3294169553,3
4.889263,753552,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,3.3787341424,1
4.975406,753566,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,4.5733226946,9
4.296841,906797,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,3.3681456533,5
4.452053,906798,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,4.3867740603,3
5.216147,907065,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,4.9592421563,6
1.988801,907312,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,3.5092980928,3
2.871894,909704,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,3.2526014529,3
4.528893,909780,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,5.0072487753,6
2.206955,910926,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,2.7709953423,10
4.340406,1299051,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,4.9943262054,2
4.019279,687452,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,2.1369872626,1
5.115791,687455,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,5.016224631,4
5.338857,687459,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,4.3086454624,6
4.794501,724812,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,4.2565902122,7
2.403179,724838,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,3.7847559143,8
4.289033,753552,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,3.6438082701,4
4.385193,753566,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,3.8736657976,5
4.103538,906797,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,4.6076487711,4
3.674741,906798,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,3.5251805098,10
4.22663,907065,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,4.997280716,9
4.39743,907312,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,4.2724432528,10
5.103183,909704,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,5.2132564822,10
4.495279,909780,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,3.6534956252,6
2.600374,910926,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,2.8182244633,7
4.437526,1299051,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,3.8306252534,4
0.946391,687452,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,0.0949606485,3
1.457509,687455,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,1.160493283,5
2.281539,687459,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,2.2308401788,4
2.015245,724812,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,1.5315718467,9
-0.281825,724838,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,-0.771613839,8
2.209239,753552,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,2.0935175011,5
1.25444,753566,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,2.2302502138,2
-0.059152,906797,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,1.4525467044,3
2.157455,906798,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,0.1956916217,10
3.038965,907065,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,2.2305402906,4
3.262052,907312,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,1.8039601293,2
-0.055705,909704,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,0.3531293506,5
4.748812,909780,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,2.2269762901,4
1.113392,910926,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,0.1509048084,5
2.916091,1299051,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,2.230164745,3
2.300971,687452,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,2.1516151436,6
3.007571,687455,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,2.6852906996,1
5.346911,687459,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,3.7045614292,10
2.876769,724812,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,2.3579307161,8
