IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,PWY_R_HSA_2187338,PWY_R_HSA_2187338_EXP,GO_0032212_EXP,CLS_tumour_source_NS,CLS_NCI_code_C9384,EXP_EGFR_X_EXP_CTGF,EXP_EGFR_X_EXP_LPAR1,EXP_EGFR_X_EXP_PIK3CA,EXP_EIF2AK3_X_EXP_PIK3CA,EXP_FLT1_X_EXP_FGF4,EXP_FLT1_X_EXP_GPC1,EXP_FLT1_X_EXP_VEGFD,EXP_ICK_X_EXP_C1orf56,EXP_MAP4K5_X_EXP_TRADD,EXP_SGK1_X_EXP_EP300,EXP_SGK1_X_EXP_RPTOR,EXP_SRMS_X_EXP_LRGUK,EXP_TGFBR1_X_EXP_BMP7,EXP_TGFBR1_X_EXP_CAV1,EXP_TRIO_X_EXP_RAC3,EXP_YES1_X_EXP_NRG2,PWY_R_HSA_212436_EXP_X_PWY_R_HSA_983712_EXP,GO_0006281_X_GO_0043068
3.656869,905963,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.9237927894735,25.1508232934387,30.5628853341169,37.1399760822098,8.18334018590866,13.8784855072062,9.43100130542004,16.8403506723916,44.0687388884543,38.1906804938801,22.4613296087001,9.07294724486154,9.93576859400006,39.2162631183587,48.2176991901017,25.656235855767,0,0
0.87222,909781,282,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.7509553408829,28.4596756754106,38.7040413027123,42.6711665326789,8.24512922635713,16.4991405564361,8.96241692287636,16.5276336944124,38.8714469986542,34.9688209447541,21.6275094320848,8.75458756396087,11.124854460501,43.6138399145207,44.2623834300349,25.9465383912231,0,0
1.576003,905963,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,42.9237927894735,25.1508232934387,30.5628853341169,37.1399760822098,8.18334018590866,13.8784855072062,9.43100130542004,16.8403506723916,44.0687388884543,38.1906804938801,22.4613296087001,9.07294724486154,9.93576859400006,39.2162631183587,48.2176991901017,25.656235855767,0,0
2.671943,905980,106,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,24.0319625774498,33.6348045356492,31.3729089331323,30.9498744847538,8.06542400993178,12.3207550540973,8.45859106411597,18.3933293919669,37.1778140946471,33.1362667409622,20.230405892458,8.27636089455117,11.678958849214,44.9380329331147,39.175287153326,23.8985727128229,0,0
4.761366,905963,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42.9237927894735,25.1508232934387,30.5628853341169,37.1399760822098,8.18334018590866,13.8784855072062,9.43100130542004,16.8403506723916,44.0687388884543,38.1906804938801,22.4613296087001,9.07294724486154,9.93576859400006,39.2162631183587,48.2176991901017,25.656235855767,0,0
2.794995,910698,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,46.1399031981422,27.55848957034,34.1799565767326,41.9432328496046,8.74081432061656,19.1999638620627,10.895207926421,18.388845118505,33.1103454715496,37.0123506293081,22.2568602919318,10.7125413252754,14.9243914730979,52.824678109857,35.7603185068611,21.5569470274159,0,0
4.778798,905978,1043,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5648384996925,28.4508284012371,32.1093231023805,37.6139280559882,8.00118097628429,14.5411226027779,8.91028479300184,14.9571549271916,36.9010786807512,42.89611681914,21.0707471954282,8.99241871055452,11.0567777784815,42.1529879289563,34.3194663968826,24.0892451050915,0,0
4.460903,910922,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3395156508957,25.0150052381818,26.7808385465394,29.4314978058857,8.43722937811318,12.9204188507466,9.25447514216803,16.0594825764663,32.3930534589849,40.3211388298254,21.9886470838479,10.0220269770452,10.7029263876742,37.5346634449223,29.1809029260053,23.9196557659113,0,0
3.651541,1524414,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,39.4187707259085,31.3127564028501,45.8759007003921,37.4116544433867,9.13183358675095,16.0212739996543,10.129512012741,14.7161927580026,46.6034103100796,32.370177992227,20.1926797384784,9.97893677281046,11.6498803702123,45.8347617593234,42.8634871840233,22.4244334598955,0,0
3.054734,753558,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,35.9107883232043,22.8246436740186,35.3233523102724,34.3244748891672,8.3946496694573,18.2434748062022,10.0445273090221,14.8304757464612,39.6408180115009,26.3885495156871,17.314486779404,10.0278806662029,9.59471317379432,35.6235455289063,53.2219635195116,23.6790371282417,0,0
3.601942,905948,1052,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,58.5603606750753,29.5925245792595,37.2312710496079,43.2880228478455,8.15738467155668,21.4622987587556,10.3924221867044,18.3388423678522,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,51.5934079452802,20.2136581248777,0,0
0.717607,909730,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,9.403251855866,16.6542011197063,20.327176097042,31.7540583110996,8.02829101820489,12.544588841415,9.3967580020299,17.1303370854716,31.7120244149151,34.2291183885513,17.3812553488291,9.50847937386657,10.5029206872996,39.9089127238488,41.0914890852965,23.4084899693844,0,0
5.409165,1524414,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,39.4187707259085,31.3127564028501,45.8759007003921,37.4116544433867,9.13183358675095,16.0212739996543,10.129512012741,14.7161927580026,46.6034103100796,32.370177992227,20.1926797384784,9.97893677281046,11.6498803702123,45.8347617593234,42.8634871840233,22.4244334598955,0,0
5.420255,1298168,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,50.6566222255524,34.5754101750377,38.9746536938699,47.8038686847869,8.14584092019657,18.5996007152696,8.05364081914536,18.2716359757269,42.2563287178523,52.6020810472797,28.3791889194515,9.55085478225119,11.5560139701084,42.7729682869491,45.5814496742584,21.2995442909007,18.4465841875048,0
-0.692734,910920,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.4761894200349,24.2884922863693,37.5960934450936,36.9763209129759,8.68450847491803,15.7329918313342,9.20667353925852,15.163507557246,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,35.9482495487496,21.7062375059917,0,0
2.854942,909781,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7509553408829,28.4596756754106,38.7040413027123,42.6711665326789,8.24512922635713,16.4991405564361,8.96241692287636,16.5276336944124,38.8714469986542,34.9688209447541,21.6275094320848,8.75458756396087,11.124854460501,43.6138399145207,44.2623834300349,25.9465383912231,0,0
1.379366,909730,219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,9.403251855866,16.6542011197063,20.327176097042,31.7540583110996,8.02829101820489,12.544588841415,9.3967580020299,17.1303370854716,31.7120244149151,34.2291183885513,17.3812553488291,9.50847937386657,10.5029206872996,39.9089127238488,41.0914890852965,23.4084899693844,0,0
3.48383,909730,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9.403251855866,16.6542011197063,20.327176097042,31.7540583110996,8.02829101820489,12.544588841415,9.3967580020299,17.1303370854716,31.7120244149151,34.2291183885513,17.3812553488291,9.50847937386657,10.5029206872996,39.9089127238488,41.0914890852965,23.4084899693844,0,0
3.412096,910920,345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,53.4761894200349,24.2884922863693,37.5960934450936,36.9763209129759,8.68450847491803,15.7329918313342,9.20667353925852,15.163507557246,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,35.9482495487496,21.7062375059917,0,0
5.145745,905948,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,58.5603606750753,29.5925245792595,37.2312710496079,43.2880228478455,8.15738467155668,21.4622987587556,10.3924221867044,18.3388423678522,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,51.5934079452802,20.2136581248777,0,0
4.449362,910698,219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,46.1399031981422,27.55848957034,34.1799565767326,41.9432328496046,8.74081432061656,19.1999638620627,10.895207926421,18.388845118505,33.1103454715496,37.0123506293081,22.2568602919318,10.7125413252754,14.9243914730979,52.824678109857,35.7603185068611,21.5569470274159,0,0
5.860662,905948,63,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,58.5603606750753,29.5925245792595,37.2312710496079,43.2880228478455,8.15738467155668,21.4622987587556,10.3924221867044,18.3388423678522,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,51.5934079452802,20.2136581248777,0,0
1.779646,753577,1219,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.41519452601853,3.41519452601853,0,0,42.6648458654325,21.9211568114666,31.9524994260991,40.328886286614,8.29038708205275,16.9559961697436,9.25882307575314,16.4766683178218,38.3615232596551,30.6991425356431,17.8773844272194,8.6985847107916,11.1014257409026,40.6453260164697,31.8041302875051,24.5897825173949,0,0
0.218262,910920,159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,53.4761894200349,24.2884922863693,37.5960934450936,36.9763209129759,8.68450847491803,15.7329918313342,9.20667353925852,15.163507557246,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,35.9482495487496,21.7062375059917,0,0
-3.551847,905978,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46.5648384996925,28.4508284012371,32.1093231023805,37.6139280559882,8.00118097628429,14.5411226027779,8.91028479300184,14.9571549271916,36.9010786807512,42.89611681914,21.0707471954282,8.99241871055452,11.0567777784815,42.1529879289563,34.3194663968826,24.0892451050915,0,0
4.022944,1524414,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4187707259085,31.3127564028501,45.8759007003921,37.4116544433867,9.13183358675095,16.0212739996543,10.129512012741,14.7161927580026,46.6034103100796,32.370177992227,20.1926797384784,9.97893677281046,11.6498803702123,45.8347617593234,42.8634871840233,22.4244334598955,0,0
-2.713871,910920,83,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,53.4761894200349,24.2884922863693,37.5960934450936,36.9763209129759,8.68450847491803,15.7329918313342,9.20667353925852,15.163507557246,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,35.9482495487496,21.7062375059917,0,0
1.308163,753577,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.41519452601853,3.41519452601853,0,0,42.6648458654325,21.9211568114666,31.9524994260991,40.328886286614,8.29038708205275,16.9559961697436,9.25882307575314,16.4766683178218,38.3615232596551,30.6991425356431,17.8773844272194,8.6985847107916,11.1014257409026,40.6453260164697,31.8041302875051,24.5897825173949,0,0
3.662436,1524416,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.8815107263264,22.3308416859321,37.8098108838454,40.086403622184,8.61245063207338,13.2500089144936,9.44577506130559,14.7942778530814,33.2542874061616,33.4488167908415,20.988775512373,8.99850782772745,10.3345140081636,39.9902297681684,44.2392285780438,22.7569675892695,0,1
1.763342,909974,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,63.1944397402428,37.172786154373,44.744246596138,42.3052880923102,8.76060133325716,19.5976662478256,9.78530243098388,17.1898241955832,43.1753007018038,52.8885797478561,27.5087737628974,11.6961083485864,13.5857641697635,49.6202885777189,47.223392260522,20.3864407100483,0,0
3.960266,905978,1042,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,46.5648384996925,28.4508284012371,32.1093231023805,37.6139280559882,8.00118097628429,14.5411226027779,8.91028479300184,14.9571549271916,36.9010786807512,42.89611681914,21.0707471954282,8.99241871055452,11.0567777784815,42.1529879289563,34.3194663968826,24.0892451050915,0,0
4.378687,1524415,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,33.3868254694307,31.7987956694368,32.2112232227187,34.1109956708858,7.76894539020281,14.9997125639547,9.01434534606793,15.6863601840077,33.146848954563,36.7168938011505,21.6444343421685,9.67220810076713,10.0445900509519,37.0998662249326,35.8728112397253,25.7623573522341,0,0
0.633216,753558,1023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,35.9107883232043,22.8246436740186,35.3233523102724,34.3244748891672,8.3946496694573,18.2434748062022,10.0445273090221,14.8304757464612,39.6408180115009,26.3885495156871,17.314486779404,10.0278806662029,9.59471317379432,35.6235455289063,53.2219635195116,23.6790371282417,0,0
4.745043,909250,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2135360330279,28.2691808764968,36.4806639980372,43.435655197076,8.19900623989194,14.9941668622471,9.13368982922337,15.9660249494902,45.3270811547372,42.2345555372567,19.8013421549986,9.00196616764541,11.27365563897,41.9600258087431,38.4025644681031,22.5089813285147,0,0
4.882324,910698,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,46.1399031981422,27.55848957034,34.1799565767326,41.9432328496046,8.74081432061656,19.1999638620627,10.895207926421,18.388845118505,33.1103454715496,37.0123506293081,22.2568602919318,10.7125413252754,14.9243914730979,52.824678109857,35.7603185068611,21.5569470274159,0,0
4.505172,1298168,1061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,50.6566222255524,34.5754101750377,38.9746536938699,47.8038686847869,8.14584092019657,18.5996007152696,8.05364081914536,18.2716359757269,42.2563287178523,52.6020810472797,28.3791889194515,9.55085478225119,11.5560139701084,42.7729682869491,45.5814496742584,21.2995442909007,18.4465841875048,0
1.696483,910920,1023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,53.4761894200349,24.2884922863693,37.5960934450936,36.9763209129759,8.68450847491803,15.7329918313342,9.20667353925852,15.163507557246,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,35.9482495487496,21.7062375059917,0,0
0.279795,905978,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,46.5648384996925,28.4508284012371,32.1093231023805,37.6139280559882,8.00118097628429,14.5411226027779,8.91028479300184,14.9571549271916,36.9010786807512,42.89611681914,21.0707471954282,8.99241871055452,11.0567777784815,42.1529879289563,34.3194663968826,24.0892451050915,0,0
4.398094,910920,1042,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,53.4761894200349,24.2884922863693,37.5960934450936,36.9763209129759,8.68450847491803,15.7329918313342,9.20667353925852,15.163507557246,44.1339127772257,37.8062056528136,19.8314316244463,9.89299790195801,10.9757358427833,41.6979487295904,35.9482495487496,21.7062375059917,0,0
5.290842,905979,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,41.9487116693413,27.9146565611576,33.866288699935,35.8531867324484,8.28534533418812,21.0584093907914,10.0266475232663,19.8896171264838,41.7378560071005,50.2442907564252,30.0184338971839,10.0018999445407,10.9761040147586,39.3857973996408,57.3315545280163,23.9389923212828,41.8754266290358,0
4.915964,905978,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.5648384996925,28.4508284012371,32.1093231023805,37.6139280559882,8.00118097628429,14.5411226027779,8.91028479300184,14.9571549271916,36.9010786807512,42.89611681914,21.0707471954282,8.99241871055452,11.0567777784815,42.1529879289563,34.3194663968826,24.0892451050915,0,0
5.338541,905948,199,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,58.5603606750753,29.5925245792595,37.2312710496079,43.2880228478455,8.15738467155668,21.4622987587556,10.3924221867044,18.3388423678522,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,51.5934079452802,20.2136581248777,0,0
2.928058,1298168,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,50.6566222255524,34.5754101750377,38.9746536938699,47.8038686847869,8.14584092019657,18.5996007152696,8.05364081914536,18.2716359757269,42.2563287178523,52.6020810472797,28.3791889194515,9.55085478225119,11.5560139701084,42.7729682869491,45.5814496742584,21.2995442909007,18.4465841875048,0
3.135009,905950,288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3.50566710189621,0,0,0,37.4944548340369,23.4991365490231,32.876479888469,44.1562948187586,7.8474063856741,14.9553566210718,9.17282531350985,17.0788205771506,43.2541258817859,43.0167192230203,25.1311319304442,9.26705079937725,9.71809409447304,38.5009494892135,41.675413936225,23.8715372776726,0,0
0.694066,753577,1023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3.41519452601853,3.41519452601853,0,0,42.6648458654325,21.9211568114666,31.9524994260991,40.328886286614,8.29038708205275,16.9559961697436,9.25882307575314,16.4766683178218,38.3615232596551,30.6991425356431,17.8773844272194,8.6985847107916,11.1014257409026,40.6453260164697,31.8041302875051,24.5897825173949,0,0
3.825339,910698,226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,46.1399031981422,27.55848957034,34.1799565767326,41.9432328496046,8.74081432061656,19.1999638620627,10.895207926421,18.388845118505,33.1103454715496,37.0123506293081,22.2568602919318,10.7125413252754,14.9243914730979,52.824678109857,35.7603185068611,21.5569470274159,0,0
4.505373,905979,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9487116693413,27.9146565611576,33.866288699935,35.8531867324484,8.28534533418812,21.0584093907914,10.0266475232663,19.8896171264838,41.7378560071005,50.2442907564252,30.0184338971839,10.0018999445407,10.9761040147586,39.3857973996408,57.3315545280163,23.9389923212828,41.8754266290358,0
0.416271,753558,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,35.9107883232043,22.8246436740186,35.3233523102724,34.3244748891672,8.3946496694573,18.2434748062022,10.0445273090221,14.8304757464612,39.6408180115009,26.3885495156871,17.314486779404,10.0278806662029,9.59471317379432,35.6235455289063,53.2219635195116,23.6790371282417,0,0
2.104755,909250,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27.2135360330279,28.2691808764968,36.4806639980372,43.435655197076,8.19900623989194,14.9941668622471,9.13368982922337,15.9660249494902,45.3270811547372,42.2345555372567,19.8013421549986,9.00196616764541,11.27365563897,41.9600258087431,38.4025644681031,22.5089813285147,0,0
5.443071,1298169,304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,46.7957615217544,32.5861754156941,36.2233198823583,40.6516054912005,8.5024497003903,20.8303438573515,12.1243275186462,18.3753066482742,35.5792127933503,44.2875281725389,22.4034655306558,10.4363748821746,11.0515962433587,41.2188645630571,48.4375878611322,18.3206482168308,25.7035942872165,0
5.187751,909974,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,63.1944397402428,37.172786154373,44.744246596138,42.3052880923102,8.76060133325716,19.5976662478256,9.78530243098388,17.1898241955832,43.1753007018038,52.8885797478561,27.5087737628974,11.6961083485864,13.5857641697635,49.6202885777189,47.223392260522,20.3864407100483,0,0
1.810991,753558,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,35.9107883232043,22.8246436740186,35.3233523102724,34.3244748891672,8.3946496694573,18.2434748062022,10.0445273090221,14.8304757464612,39.6408180115009,26.3885495156871,17.314486779404,10.0278806662029,9.59471317379432,35.6235455289063,53.2219635195116,23.6790371282417,0,0
0.619725,905950,312,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.50566710189621,0,0,0,37.4944548340369,23.4991365490231,32.876479888469,44.1562948187586,7.8474063856741,14.9553566210718,9.17282531350985,17.0788205771506,43.2541258817859,43.0167192230203,25.1311319304442,9.26705079937725,9.71809409447304,38.5009494892135,41.675413936225,23.8715372776726,0,0
5.722755,905948,1039,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,58.5603606750753,29.5925245792595,37.2312710496079,43.2880228478455,8.15738467155668,21.4622987587556,10.3924221867044,18.3388423678522,42.5597175617283,33.7096365365245,22.5990687317063,11.3075762025922,12.6557816790857,46.0686878039237,51.5934079452802,20.2136581248777,0,0
3.349661,905950,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,3.50566710189621,0,0,0,37.4944548340369,23.4991365490231,32.876479888469,44.1562948187586,7.8474063856741,14.9553566210718,9.17282531350985,17.0788205771506,43.2541258817859,43.0167192230203,25.1311319304442,9.26705079937725,9.71809409447304,38.5009494892135,41.675413936225,23.8715372776726,0,0
1.463425,905980,1142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24.0319625774498,33.6348045356492,31.3729089331323,30.9498744847538,8.06542400993178,12.3207550540973,8.45859106411597,18.3933293919669,37.1778140946471,33.1362667409622,20.230405892458,8.27636089455117,11.678958849214,44.9380329331147,39.175287153326,23.8985727128229,0,0
