IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_698,Fingerprint_697,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,GO_0031572,GO_0043123_EXP,EXP_COQ8A,EXP_EIF2AK2,EXP_MAP2K5,PKA_140_POL_X_Fingerprint_646,PKA_252_ASA_X_Fingerprint_576,PKA_252_CSV_X_Fingerprint_576,PKA_252_ENG_X_Fingerprint_576,PKA_265_ASA_X_Fingerprint_659,PKA_265_CSV_X_Fingerprint_659,PKA_265_HYD_X_Fingerprint_659,PKA_265_VOL_X_Fingerprint_659,PKA_265_X_Fingerprint_659,EXP_ABL1_X_EXP_WASF1,EXP_BMP2K_X_EXP_NUMB,EXP_BMP2K_X_EXP_RALBP1,EXP_GRK2_X_EXP_OR6A2,EXP_GRK2_X_EXP_P2RY11,EXP_STK25_X_EXP_PDCD10,GO_0006915_X_GO_0006954,Predicted IC50,Validation
1.664231,724838,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,1.6730438341,3
4.889263,753552,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,4.3320335905,1
4.975406,753566,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,4.8179951428,9
4.296841,906797,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.6584911541,4.2355762025,8.0826916384,4.6831363339,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,3.9987119372,5
4.452053,906798,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.189086849,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,4.2947173985,3
5.216147,907065,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8.4209114354,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,5.9398612623,6
1.988801,907312,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,3.3622228929,3
2.871894,909704,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.6186327115,7.3507488739,4.2632938294,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.6890529209,3
4.528893,909780,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.4359910998,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,4.5278363574,6
2.206955,910926,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,2.6489843316,10
4.340406,1299051,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.9822809781,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,4.6136149543,2
4.019279,687452,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,4.1220367269,1
5.115791,687455,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,5.2183499443,4
5.338857,687459,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,5.3875876813,6
4.794501,724812,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,4.5767747859,7
2.403179,724838,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,3.9976311439,8
4.289033,753552,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,4.5119783423,4
4.385193,753566,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,5.3883710734,5
4.103538,906797,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.6584911541,4.2355762025,8.0826916384,4.6831363339,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,4.2158018927,4
3.674741,906798,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6.189086849,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,4.1669718483,10
4.22663,907065,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,8.4209114354,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.2360825633,9
4.39743,907312,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,4.5512376078,10
5.103183,909704,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.6186327115,7.3507488739,4.2632938294,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,4.5894275706,10
4.495279,909780,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.4359910998,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,4.9987856526,6
2.600374,910926,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.8621321232,7
4.437526,1299051,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7.9822809781,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,3.1765397359,4
0.946391,687452,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,1.411431667,3
1.457509,687455,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,1.4325553202,5
2.281539,687459,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.0894608282,4
2.015245,724812,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,1.8117647103,9
-0.281825,724838,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,-0.436039555,8
2.209239,753552,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.3088446536,5
1.25444,753566,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,2.6734125867,2
-0.059152,906797,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3.6584911541,4.2355762025,8.0826916384,4.6831363339,0,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,0.5825074889,3
2.157455,906798,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,6.189086849,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,1.3834963293,10
3.038965,907065,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,8.4209114354,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.0749259939,4
3.262052,907312,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.7252893127,2
-0.055705,909704,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.6186327115,7.3507488739,4.2632938294,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,-0.629095628,5
4.748812,909780,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,5.4359910998,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,3.134103773,4
1.113392,910926,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,1.1646253843,5
2.916091,1299051,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,7.9822809781,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.6037709248,3
2.300971,687452,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,2.3510789809,6
3.007571,687455,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,2.9293421423,1
5.346911,687459,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,4.4278106679,10
2.876769,724812,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,2.9292733463,8
1.489621,724838,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,1.5863199201,4
2.982728,753552,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.9293420794,5
4.975394,753566,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4.0198847878,8.1460334223,4.0387986941,-6.4,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,4.4278106659,8
2.285426,906797,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.6584911541,4.2355762025,8.0826916384,4.6831363339,-1,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.929342147,3
2.649198,906798,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,6.189086849,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.8680117374,5
3.673714,907065,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,8.4209114354,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,4.4278106679,5
2.780078,907312,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4.0102803748,7.2593508322,4.2715280033,0,0,0,0,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,2.9285675199,4
1.719389,909704,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4.6186327115,7.3507488739,4.2632938294,0,0,0,0,0,0,0,0,0,23.31322128,16.938202554,23.266330538,10.058080823,14.613336486,56.850374598,0,2.3126767364,5
4.433446,909780,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.4359910998,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,11.204375796,12.759589867,55.094662829,2,2.9293421422,10
0.569931,910926,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.443682479,17.023648456,64.571267488,0,3.3145309245,2
3.293779,1299051,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,7.9822809781,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,10.517658071,15.497781808,54.009365708,0,2.9174660791,2
1.45966,687452,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.601095133,16.038520736,60.54857718,0,0.7046239772,4
5.020192,687455,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.013641659,13.161818338,46.171866531,0,4.0931128919,6
3.444993,687459,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.3211001204,13.134354154,44.803608006,0,3.4703886075,7
1.899761,724812,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.079360638,13.419896718,57.559323593,0,3.2081211382,9
-1.828656,724838,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.330103867,15.030348236,49.841545998,0,-0.175923731,1
0.997282,753552,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,-2.1,0.789683,0.23,22,1,21.91717692,24.345720562,37.821578934,10.823271034,14.189901935,54.469504275,0,2.0929174461,3
1.934054,753566,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.0198847878,8.1460334223,4.0387986941,-6.4,0,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,11.143969647,12.04732133,54.588299152,0,3.4703893056,7
2.234033,906797,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,3.6584911541,4.2355762025,8.0826916384,4.6831363339,-1,0,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.280171054,12.271955385,53.942528787,1,2.5363744891,10
1.570882,906798,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,6.189086849,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.978082591,14.210374285,57.666129914,0,2.0486305201,9
2.446099,907065,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,8.4209114354,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,10.267322173,11.428442532,51.10585255,2,3.470388576,5
4.3773,907312,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0.586072,1.962,0,0,0,0,0,20.705490251,28.917611022,37.370714455,11.322134543,16.546435925,53.568983936,0,4.6837766994,2
