IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_161,PKA_161_CHA,PKA_161_ENG,PKA_161_EXP,PKA_226,DOM_PI3_PI4_kinase,MUT_ULK4,CNV_PTK2_gain,REC_R_HSA_176298_EXP,PWY_R_HSA_193648_CSV,PWY_R_HSA_373755,PWY_R_HSA_6804115,PWY_R_HSA_68877_CSV,PWY_R_HSA_73894_EXP,GO_0002053,GO_0002053_EXP,GO_0003351,GO_0007283_CSV,GO_0032436_CSV,GO_0042060,GO_0043524,GO_0048010,GO_0048813,EXP_EPHB6,EXP_MAP3K12,EXP_TYK2,EXP_PRKCG,EXP_PAK3,EXP_SIK2,EXP_PASK,EXP_WNK4,PKA_104_ENG_X_Fingerprint_818,PKA_104_VOL_X_Fingerprint_644,PKA_105_POL_X_Fingerprint_791,PKA_115_EXP_X_Fingerprint_643,PKA_115_HYD_X_Fingerprint_576,PKA_124_POL_X_Fingerprint_791,PKA_145_ASA_X_Fingerprint_696,PKA_145_VOL_X_Fingerprint_696,PKA_157_HYD_X_Fingerprint_696,PKA_162_VOL_X_Fingerprint_576,PKA_192_ASA_X_Fingerprint_643,PKA_192_VOL_X_Fingerprint_643,EXP_GRK3_X_EXP_OR5M9,EXP_RIPK3_X_EXP_FADD,EXP_RIPK3_X_EXP_NFKBIA,EXP_SYK_X_EXP_CLEC7A,EXP_SYK_X_EXP_PDPN,EXP_WNK2_X_EXP_SLC12A3,REC_R_HSA_141409_EXP_X_REC_R_HSA_2316434_EXP,PWY_R_HSA_109606_EXP_X_PWY_R_HSA_418594_EXP,PWY_R_HSA_162906_X_PWY_R_HSA_69620,PWY_R_HSA_2029480_X_PWY_R_HSA_3700989,PWY_R_HSA_2187338_EXP_X_PWY_R_HSA_69273_EXP,PWY_R_HSA_2187338_X_PWY_R_HSA_382551,GO_0007411_X_GO_0034446,GO_0009615_EXP_X_GO_0070373_EXP,GO_0021766_X_GO_0030866,GO_0030155_X_GO_1901796,Predicted IC50,Validation
4.035761,1240172,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.875777,13.150189286,0,0,1,0.875777,0,0,0,0,0,2.9508577831,3.7810059311,5.677357163,3.3126619696,4.5231074419,3.7723026065,4.3515376923,2.964879319,0,0,0,0,0,0,0,0,0,0,0,0,10.390944512,20.514195643,27.624715795,10.026832833,14.435562644,12.217429183,0,0,0,1,0,0,0,0,0,1,4.7241543302,7
4.596702,1290798,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835172,0,0,0,0,0,2.7120864773,3.0576672189,7.3366492987,3.2722484161,3.142165785,3.9978370316,3.9446703438,2.9911911812,0,0,0,0,0,0,0,0,0,0,0,0,8.8719182713,25.435145598,28.020644525,15.445426043,15.5099147,8.0563290269,0,0,0,0,0,0,0,0,0,0,4.0538634384,3
4.701906,1290905,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.781817,0,2,2,2,3.1959557893,3.2284287252,6.7873031789,3.217966342,3.9107803123,4.1455546591,4.3641648593,2.9808327242,0,0,0,0,0,0,0,0,0,0,0,0,12.371790787,24.716680698,26.48049107,15.513511382,15.058255197,8.7649808905,0,0,0,2,0,0,0,0,0,0,4.8582036511,5
3.395008,1290922,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2548911131,1,4.0936479847,0,0,0,0,1,0,0,5.1172814714,3.6211484971,9.4677814599,3.3584528186,3.2563929585,4.2897656247,3.6650880283,3.1001978064,0,0,0,0,0,0,0,0,0,0,0,0,9.5536435443,30.87263868,31.979568286,11.0615345,9.6263247346,9.9771490153,0,0,0,0,0,0,0,0,0,0,4.9349190725,3
3.387441,1298157,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.914430279,3.144626821,7.2371728093,3.2092251494,3.0497134271,4.4151941244,4.0277297306,4.1600577954,0,0,0,0,0,0,0,0,0,0,0,0,10.767972176,22.553257314,23.915803241,9.8327124775,9.9133626438,13.830415722,0,0,0,0,0,0,1,0,0,0,3.5381696889,10
3.879379,1303900,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7400797568,0,0,0,0,0,0,0,0,0,3.1145994284,3.3401512287,8.5684995651,3.2109697826,3.2222939622,3.658049865,4.5988011836,2.9381421436,0,0,0,0,0,0,0,0,0,0,0,0,16.107395807,29.329438204,27.204769586,9.2792425493,9.6763958981,11.029626213,0,0,0,0,0,0,0,0,0,0,3.8172204973,5
4.365712,1330941,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1592079292,3.4418423859,6.638479365,3.2662818961,3.1548571355,3.5396686041,3.9316118905,2.9141392629,0,0,0,0,0,0,0,0,0,0,0,0,11.483202848,31.177610771,28.104436477,15.346735658,15.630430077,9.8476004652,0,0,0,0,0,0,0,0,0,0,4.4033003665,5
2.015712,749710,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,7.908006052,3.2613558719,3.0777875191,4.3733548782,4.618865047,2.8756369718,0,0,0,0,0,0,0,0,0,0,0,0,13.002662142,24.328845618,28.767089315,14.525753491,27.668109785,9.0221495337,0,0,0,0,0,0,0,0,0,0,1.6426205447,7
1.177188,749711,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2249086224,3.105042331,9.0040724196,3.280185472,3.617051823,4.3351031059,4.4042592037,2.9567255508,0,0,0,0,0,0,0,0,0,0,0,0,12.442207534,25.957367165,23.867836003,21.462135796,11.062178685,20.942342254,0,0,0,0,0,0,0,0,0,0,0.7027036457,1
4.42617,749712,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.810793,0,0,0,7.7636549205,0,0,0,0.831479,0,0,0,0,0,3.2197405116,3.5905487178,7.8244297182,3.2660987834,3.2272018637,4.054982507,3.9604657113,3.2475918573,0,0,0,0,0,0,0,0,0,0,0,0,14.259648733,26.182665525,27.554642242,10.482874539,9.0768381428,10.146576854,0,0,0,0,0,0,0,0,0,0,4.9205823373,7
2.07392,749714,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.6847730768,3.1033603521,7.9093392573,3.1788454817,3.1494707609,3.9718528653,3.783353862,3.0240359206,0,0,0,0,0,0,0,0,0,0,0,0,9.1405405605,24.883023406,28.761854086,14.245266957,11.91715808,16.382453061,0,0,0,0,0,0,0,0,0,0,2.2743481148,5
1.046653,749715,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0489007833,2.9395998904,8.4648590409,3.302863538,3.3254243993,4.3914341894,4.2790178663,3.0489435542,0,0,0,0,0,0,0,0,0,0,0,0,11.815020902,23.734558574,21.742239263,14.018097268,13.947397802,21.621543362,0,0,0,0,0,0,0,0,0,0,1.1311353734,7
0.676417,749716,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7522302436,3.3734940905,8.1319606904,3.3966364248,3.6788421359,3.7941087045,4.2601794475,3.1468346177,0,0,0,0,0,0,0,0,0,0,0,0,11.326684088,24.221754115,27.695483137,11.232768271,11.014863638,16.298043504,0,0,0,0,0,0,0,0,0,0,0.6995495243,5
0.178164,749717,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833567,0,0,0,0,1.623285,0.833567,0,3,0,0,3.1564023623,3.3776156033,7.3522622151,3.1943787018,3.1210505897,4.2488504859,4.2380663768,3.1252425012,0,0,0,0,0,0,0,0,0,0,0,0,13.206631287,21.800343201,25.312369883,15.150238868,14.464904811,12.049952624,0,0,0,0,0,0,0,0,0,0,1.3789427691,3
5.646397,905946,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2.9346408359,3.5195166351,8.0952808852,3.3867450328,3.3054909788,3.7543195725,3.8552842174,3.0265696164,0,-44,0,0,0,0,0,0,0,0,0,0,9.751246711,24.069724645,29.806207661,11.042944982,11.877946299,9.9369822972,0,0,0,0,0,0,0,0,0,0,5.7815670496,1
5.940992,905957,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2917009377,0,0,0,0,0,0,0,0,0,3.2660958742,3.3303883124,7.9759299853,3.1933297733,3.26282365,4.1160478662,3.1897059344,2.944423017,0,0,0,0,0,0,0,0,0,72.7,0,0,12.929872634,21.330030681,25.216310857,8.6774306032,9.1312940809,8.6099203046,0,0,0,1,0,0,0,0,0,1,5.2175017049,1
2.238743,905960,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9152356892,0,0,0,0,0,1,0,0,0,3.1175436087,3.1853169966,8.0296604124,3.254000965,3.109808918,4.0326284163,4.0673691343,3.4680149988,0,0,0,0,0,0,0,0,0,0,0,0,10.841908471,25.961922618,29.953694376,8.5503358157,8.8352758484,8.6031185117,0,0,1,0,0,0,0,10.367359781,0,0,2.0162117671,8
1.422698,906801,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5.8338085826,0,0,0,0,0,0,0,2,0,3.5425441968,3.3284598588,7.527113165,3.3045836914,3.0299149741,4.1901545637,4.1550541969,3.0712562864,0,0,0,0,0,0,0,0,0,0,0,0,8.4675315804,23.28593947,29.213358057,13.99418582,13.149070866,11.095833941,0,0,0,0,0,0,0,0,2,2,2.3574542471,2
2.693937,906812,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.178430696,0,0,0,0,0,0,0,2,0,3.8546026547,3.4823429827,7.0105596892,3.2122513846,3.1417491662,4.3741028047,4.5092482412,2.8992583303,0,0,0,0,0,0,0,0,0,0,0,0,10.644270948,21.417846284,24.261607854,8.9998635431,8.9688419478,14.003953785,0,0,0,0,0,0,0,0,0,0,0.226605335,3
1.084302,906844,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9660404784,3.9935349319,8.0326658835,3.1154436506,3.1549497654,4.1654271861,5.0176717292,2.8749949746,0,0,0,0,0,0,0,0,0,22,0,0,19.38413151,18.992536448,20.96758984,28.041158397,29.80864929,16.516505088,0,0,0,0,0,0,1,0,0,0,0.8735817126,9
2.288144,906851,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8923831174,3.6172218784,8.0787724838,3.3318047783,3.1242687915,4.0339663765,4.1397901517,3.181474444,0,0,0,0,0,0,0,0,0,0,0,0,10.529351798,23.232560093,27.866156936,9.1568728244,9.481018629,10.816975094,0,0,0,0,0,0,0,0,0,0,1.4693619561,8
1.412551,906862,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1549449795,0,0,0,0,0,1,0,1,0,3.2220061363,3.0720914693,6.7991233014,3.2486245769,3.3155984591,4.1194587757,4.7189066391,3.2351098269,0,0,0,0,0,0,0,0,0,0,0,0,13.420593025,21.608045354,24.543784331,17.371310825,15.563273634,13.450641312,21.119418433,0,3,0,0,0,0,0,0,1,0.7674866721,4
0.934093,907045,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.790263,0,0,1,1,0,3.2276833326,3.2084051927,7.3191469118,3.2926216917,3.13870324,3.9324102927,3.8736577096,7.2930018986,0,0,0,0,0,0,0,0,0,0,0,0,9.3648758514,23.901394828,23.943238816,9.2898589887,9.2129983196,9.2413636759,0,0,0,0,0,0,0,0,0,0,0.7971826615,4
-0.317167,907046,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.364396658,0,0,0,0,0,1,0,1,0,3.1680062792,3.6120473152,7.467399251,3.1990845707,3.0744334779,5.0929809529,4.3349889303,4.6289716869,0,0,0,0,0,0,0,0,0,0,0,0,17.957843604,24.254904886,28.949971755,10.361611226,8.478615954,11.391983786,0,0,0,0,0,0,0,0,0,0,0.1370380569,4
1.923668,907047,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3344626692,3.1178521552,8.466781423,3.2022425586,3.0635048006,5.1716707266,4.4455062113,2.8798409697,0,0,0,0,0,0,0,0,0,0,0,0,11.366779428,24.918913094,33.7571893,16.756130134,27.094724371,11.658022611,0,0,0,0,0,0,0,0,0,0,2.3481433939,3
1.871578,907048,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,-1,-1.325,4.8120907937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788489,0,0,0,0,0,6.2887474171,3.0092684646,8.1404157677,3.3343198137,3.0165565138,4.3270365226,4.3307564601,2.9064315425,0,0,0,0,0,0,0,0,0,0,0,0,10.088743139,25.689690828,26.987838288,16.71348752,10.651785608,12.42073588,0,0,0,0,0,0,0,0,0,0,1.5825652465,1
1.684203,908121,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9221739941,0,0,0,0,0,0,0,2,0,3.7257575609,3.076681571,7.37549887,3.2529690537,3.1057240383,4.1819802353,4.3412523845,3.0345494516,0,0,0,0,0,0,0,0,0,0,0,0,13.298867801,29.761103906,28.861195335,11.696654278,11.445159287,12.031156584,14.862353769,0,0,2,0,0,1,0,0,0,1.3786304357,6
-1.30108,908122,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0509201518,0,0,0,0,0,0,0,0,0,3.1942800368,3.1929792419,8.4414040602,3.145263083,3.2305508519,4.2327432133,3.7493690985,3.0729575264,0,0.6,0,0,0,0,0,0,0,-14.5,0,0,12.549858122,25.874108959,25.094442892,8.7051471259,9.038256345,9.2509841967,0,0,1,0,0,0,0,0,0,0,0.5957332504,9
-0.479556,908123,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.2761739693,2.7520846003,9.9629550451,3.2513771133,3.1230917247,4.7992700098,5.0109685667,2.917376701,0,0,0,0,0,0,0,0,0,0,0,0,12.281723445,24.490020264,24.089683495,20.302770927,18.284272522,14.348159494,0,0,0,0,0,0,0,0,0,0,-0.513702142,7
-2.379805,908151,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3.2214327207,2.9426406728,7.2323673931,3.3541533356,3.1014435663,4.3880125001,4.1483378576,3.1867768347,0,0,0,0,0,0,0,0,0,0,0,0,16.482860782,21.657687404,25.536629408,14.293288019,14.269412847,10.196397714,0,0,0,0,0,0,0,0,0,0,-1.554290804,2
-2.827765,909256,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9567786481,2.9840274988,8.4997530615,3.2115009656,3.2404682811,4.173155721,4.958213665,2.8704571751,0,0,0,0,0,0,0,0,0,0,0,0,16.734921873,22.042506029,19.971393929,21.866113676,19.594459609,13.424871261,16.780027177,0,1,0,0,0,1,24.492368045,0,0,-2.394110918,1
-0.174556,909778,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3595636552,1,0,0,1,0,0,0,3.1414368884,3.3675542792,7.495562085,3.5408128705,3.164356259,3.7978911982,4.4565740665,2.985736403,0,0,0,0,0,0,0,0,0,0,0,0,9.9726440866,29.443844379,29.807169882,12.199731455,10.096226074,11.864396956,0,0,0,0,0,0,0,0,0,0,0.1834305699,6
2.010279,910704,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6.6820151742,3.9937718218,7.7762169651,3.1816753757,3.0178263398,3.6008379371,4.0121254222,2.991257806,0,0,0,0,0,0,0,0,0,0,0,0,10.521310563,22.300814544,29.726775098,11.743634458,11.161098795,11.728027781,14.706103433,0,0,0,0,0,0,0,0,0,1.2503940613,10
0.076553,910852,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8495397386,3.0903660868,8.0825236139,3.2638026483,3.1029046068,4.3954103232,4.2146980639,2.9569413157,0,0,0,0,0,0,0,0,0,0,0,0,9.5140637941,23.006163683,27.148719093,23.129367214,17.742609429,13.97022937,0,0,0,0,0,0,0,15.661202732,0,0,0.8414623569,3
3.630034,910910,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.746166,0,0,0,11.824999272,0,0,0,0,0,0,0,0,0,3.0779615408,3.5977587079,7.5674346613,3.299945304,2.9819082181,4.4682331975,3.8940011801,3.0678321449,0,0,0,0,0,0,0,0,0,0,0,0,9.6881194057,25.703774807,33.59508054,11.103853975,11.095313566,11.446908322,0,11.141596442,0,0,14.835146662,2,0,0,0,0,3.2007283044,8
