IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_704,Fingerprint_698,Fingerprint_697,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,GO_0090263,EXP_TRPM6,EXP_COQ8A,EXP_EIF2AK2,EXP_MAP2K5,PKA_140_POL_X_Fingerprint_646,PKA_252_ASA_X_Fingerprint_576,PKA_265_ASA_X_Fingerprint_659,PKA_265_CSV_X_Fingerprint_659,PKA_265_EXP_X_Fingerprint_659,PKA_265_HYD_X_Fingerprint_659,PKA_265_X_Fingerprint_659,EXP_ABL1_X_EXP_WASF1,EXP_BMP2K_X_EXP_NUMB,EXP_BMP2K_X_EXP_RALBP1,EXP_GRK2_X_EXP_OR5AC2,EXP_GRK2_X_EXP_OR6A2,EXP_GRK2_X_EXP_P2RY11,EXP_PHKG2_X_EXP_PHKA1,EXP_STK25_X_EXP_PDCD10,Predicted IC50,Validation
1.9346715858,906798,1014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2.7803010607,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.617941182,10.978082591,14.210374285,39.398043277,57.666129914,2.422747758,6
0.815972,687452,1021,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,2.8338432016,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.360572408,11.601095133,16.038520736,26.108741768,60.54857718,0.8700263122,10
0.525226,687455,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3.0446116004,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.162596787,10.013641659,13.161818338,27.154899493,46.171866531,-1.078087548,8
1.352871,724838,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2.9836383766,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.3656465,12.330103867,15.030348236,45.595864262,49.841545998,1.348777962,3
0.88273,910926,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,2.7865222701,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.608365425,12.443682479,17.023648456,32.277508146,64.571267488,1.8956064762,6
3.861929,724838,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.9836383766,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.3656465,12.330103867,15.030348236,45.595864262,49.841545998,4.1600665365,8
-0.326547,907312,252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2.9035753428,4.0102803748,7.2593508322,4.2715280033,0,0,0,0,0,0,0,20.705490251,28.917611022,37.370714455,13.506439233,11.322134543,16.546435925,30.35546928,53.568983936,-0.11344167,1
1.473361,909780,1029,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2.9443712354,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,10.592311019,11.204375796,12.759589867,28.518916939,55.094662829,2.2298410464,10
1.790144,724838,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,2.9836383766,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.3656465,12.330103867,15.030348236,45.595864262,49.841545998,1.5605203043,9
1.857247,1299051,207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2.9468669943,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,11.810054952,10.517658071,15.497781808,21.978302566,54.009365708,2.2633275192,9
-1.931216,753566,283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,2.9439656625,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,10.127015834,11.143969647,12.04732133,29.240215623,54.588299152,-2.220657503,4
3.835334,907065,249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3.2461249685,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,9.9880113616,10.267322173,11.428442532,18.960726566,51.10585255,4.075789255,7
3.476962,687455,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3.0446116004,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.162596787,10.013641659,13.161818338,27.154899493,46.171866531,3.8475003738,4
3.884287,687455,281,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3.0446116004,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.162596787,10.013641659,13.161818338,27.154899493,46.171866531,3.7465787851,5
5.286184,753552,177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,3.7373351739,8
3.375135,1299051,1025,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.9468669943,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,11.810054952,10.517658071,15.497781808,21.978302566,54.009365708,3.4633331223,2
2.2800763935,753552,1014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,1.2270834733,7
2.51159,753552,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,2.506889805,2
-0.083924,687455,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,3.0446116004,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.162596787,10.013641659,13.161818338,27.154899493,46.171866531,1.6722585673,4
0.776443,753566,199,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,2.9439656625,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,10.127015834,11.143969647,12.04732133,29.240215623,54.588299152,1.961236789,2
0.718575,687455,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,3.0446116004,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.162596787,10.013641659,13.161818338,27.154899493,46.171866531,1.669272724,8
1.459855,906798,1052,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.7803010607,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.617941182,10.978082591,14.210374285,39.398043277,57.666129914,2.3598422418,6
4.643182,687459,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,3.2743771953,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.626436848,9.3211001204,13.134354154,22.781254069,44.803608006,4.4925170466,9
4.340406,1299051,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2.9468669943,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,11.810054952,10.517658071,15.497781808,21.978302566,54.009365708,4.6871017508,7
3.674741,906798,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2.7803010607,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.617941182,10.978082591,14.210374285,39.398043277,57.666129914,3.0492412241,1
1.537607,724838,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.9836383766,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.3656465,12.330103867,15.030348236,45.595864262,49.841545998,1.090520776,2
4.511366,1299051,281,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2.9468669943,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,11.810054952,10.517658071,15.497781808,21.978302566,54.009365708,5.0318463369,5
0.580112,687455,1021,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,3.0446116004,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.162596787,10.013641659,13.161818338,27.154899493,46.171866531,0.973250009,4
2.586829,724812,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,3.137349653,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.545732299,10.079360638,13.419896718,24.95656213,57.559323593,2.6899725701,5
4.588171,753552,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,5.284706099,2
2.554321,909780,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.9443712354,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,10.592311019,11.204375796,12.759589867,28.518916939,55.094662829,2.8159720729,1
4.73703,906798,293,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2.7803010607,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.617941182,10.978082591,14.210374285,39.398043277,57.666129914,3.6976964857,3
5.308862,753566,345,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2.9439656625,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,10.127015834,11.143969647,12.04732133,29.240215623,54.588299152,4.1757404921,7
0.816766,906798,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2.7803010607,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.617941182,10.978082591,14.210374285,39.398043277,57.666129914,1.5847895318,8
5.333645,687459,253,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.2743771953,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.626436848,9.3211001204,13.134354154,22.781254069,44.803608006,5.1317147973,4
1.303496,906798,1019,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2.7803010607,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.617941182,10.978082591,14.210374285,39.398043277,57.666129914,0.7383194674,9
2.459711,910926,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.7865222701,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.608365425,12.443682479,17.023648456,32.277508146,64.571267488,2.9133597806,1
3.736986,687452,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2.8338432016,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.360572408,11.601095133,16.038520736,26.108741768,60.54857718,2.4973771969,1
2.214175,753552,1050,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,-2.1,0.789683,3.0565287064,0.23,1,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,0.8777026864,4
0.926282,724838,1010,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2.9836383766,4.2842057895,7.1255378203,5.0341004575,0,0,0,0,0,0,0,36.730083042,23.613878277,30.687369391,12.3656465,12.330103867,15.030348236,45.595864262,49.841545998,1.3138301485,4
3.397538,906797,203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.8316592658,4.2355762025,8.0826916384,4.6831363339,0,0,0,0,0,0,0,28.794491589,24.412777213,36.974444232,10.140456889,10.280171054,12.271955385,30.770127242,53.942528787,3.2257212223,7
-0.937286,1299051,1010,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2.9468669943,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,11.810054952,10.517658071,15.497781808,21.978302566,54.009365708,-0.564165687,9
5.304604,687459,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,3.2743771953,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.626436848,9.3211001204,13.134354154,22.781254069,44.803608006,5.1154943392,3
4.087663,687455,1037,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,3.0446116004,4.0206514627,6.7362646701,4.6050594629,0,0,0,0,0,0,0,25.449699003,25.520813865,31.582771955,10.162596787,10.013641659,13.161818338,27.154899493,46.171866531,2.9499063152,7
-1.978189,1299051,283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,2.9468669943,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,11.810054952,10.517658071,15.497781808,21.978302566,54.009365708,-1.552724523,1
4.168892,907312,330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,2.9035753428,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0,0,0,0,0,20.705490251,28.917611022,37.370714455,13.506439233,11.322134543,16.546435925,30.35546928,53.568983936,4.4293028257,4
3.673714,907065,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,3.2461249685,3.8911186725,8.3477110844,3.7299895375,0,0,0,0,0,0,0,16.22189344,28.74283811,45.346379474,9.9880113616,10.267322173,11.428442532,18.960726566,51.10585255,4.0926602798,9
3.19727,909780,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.9443712354,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,10.592311019,11.204375796,12.759589867,28.518916939,55.094662829,3.6196927977,7
4.889263,753552,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,4.0707645801,3
2.904831,687459,1219,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.2743771953,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.626436848,9.3211001204,13.134354154,22.781254069,44.803608006,2.6460016528,9
-0.324776,906798,283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,2.7803010607,4.4156995237,7.9009832967,4.3548478975,0,0,0,0,0,0,0,32.498683566,28.740197833,41.148131616,10.617941182,10.978082591,14.210374285,39.398043277,57.666129914,-2.690595457,7
1.09528,1299051,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.9468669943,3.9348772482,8.0369905138,4.0536459547,0,0,0,0,0,0,0,25.00454783,33.88703479,32.107113426,11.810054952,10.517658071,15.497781808,21.978302566,54.009365708,0.773688916,10
3.880134,724812,294,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,3.137349653,3.7234969251,7.6373919779,4.3738987146,0,0,0,0,0,0,0,26.053038677,26.133959104,30.23839635,10.545732299,10.079360638,13.419896718,24.95656213,57.559323593,3.1853927702,2
1.184652,687452,1052,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.8338432016,3.9756980829,7.0732834245,4.2475916729,0,0,0,0,0,0,0,35.802168784,23.03320733,31.993736741,11.360572408,11.601095133,16.038520736,26.108741768,60.54857718,1.1158639081,4
3.643902,907312,235,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2.9035753428,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0,0,0,0,0,20.705490251,28.917611022,37.370714455,13.506439233,11.322134543,16.546435925,30.35546928,53.568983936,3.7089849931,7
2.548557,909780,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.9443712354,3.9864387426,7.9547375393,3.9195163718,0,0,0,0,0,0,0,26.156679011,25.940341307,34.138151781,10.592311019,11.204375796,12.759589867,28.518916939,55.094662829,2.4567719308,6
5.48733,753552,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,6.2030887946,2
4.337933,753566,288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,2.9439656625,4.0198847878,8.1460334223,4.0387986941,0,0,0,0,0,0,0,26.966113588,24.73023665,32.04126568,10.127015834,11.143969647,12.04732133,29.240215623,54.588299152,4.2576482347,8
1.3946,910926,202,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,2.7865222701,4.8589154852,7.6144374446,4.3089667654,0,0,0,0,0,0,0,28.846343907,25.027433285,32.901631807,12.608365425,12.443682479,17.023648456,32.277508146,64.571267488,2.0869471336,9
2.181491,687459,1050,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3.2743771953,3.7750217434,8.4800506831,4.0443463397,0,0,0,0,0,0,0,25.835093804,30.021792299,41.65418295,9.626436848,9.3211001204,13.134354154,22.781254069,44.803608006,3.2016904026,8
4.605802,753552,330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,2.9205399336,4.0715409921,7.6643320607,4.2072620405,0,0,0,0,0,0,0,21.91717692,24.345720562,37.821578934,10.587801434,10.823271034,14.189901935,28.860777744,54.469504275,4.5040595012,2
1.003862,907312,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2.9035753428,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0,0,0,0,0,20.705490251,28.917611022,37.370714455,13.506439233,11.322134543,16.546435925,30.35546928,53.568983936,1.4438523774,2
3.780392,907312,199,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2.9035753428,4.0102803748,7.2593508322,4.2715280033,0,-18.1,0,0,0,0,0,20.705490251,28.917611022,37.370714455,13.506439233,11.322134543,16.546435925,30.35546928,53.568983936,4.169766538,4
