IC50,Cancer,Drug,PKA_118_ASA,PKA_137_N_EXP,PKA_219,PKA_219_ASA,PKA_44,PKA_44_ASA,PKA_44_CHA,PKA_44_ENG,PKA_44_EXP,DOM_FAT,MUT_PAK5,MUT_STK19,MUT_STK19_EXP,REC_R_HSA_428531,REC_R_HSA_5672950_EXP,REC_R_HSA_5692755_EXP,PWY_R_HSA_373755_CSV,PWY_R_HSA_75035_EXP,GO_0007010,GO_0007030,GO_0007548,GO_0007568,GO_0043154,GO_0043154_EXP,GO_0051402,GO_2000379,EXP_FAM20A,EXP_BRDT,EXP_STK16,EXP_CAMK2D,Predicted IC50,Validation
1.351941,906792,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9966570939,0,0,0,0,0,0,0,0,0,0,0,2.9336195086,3.0075638579,6.3078544341,4.6956922601,2.6472699901,4
-0.621351,906793,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2512862115,0,0,0,0,0,0,0,0,0,0,0,6.0672261207,2.9733786195,6.3334086183,5.9662547883,1.561693264,3
2.428926,906813,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,0,0,2.9898784833,3.4626093119,6.8184411853,4.6730891924,2.4752546302,8
1.04024,906814,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4800101127,0,0,0,2,3,0,0,1,6.4800101127,2,0,2.8784694921,2.8626093565,6.6611617446,4.3178819809,2.8111504107,9
0.713767,906818,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1920288691,0,0,0,0,0,0,0,0,0,1,0,2.9159680908,2.9224205155,6.7564872014,5.125511477,2.4921244201,5
2.947365,906830,273,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4.4080474507,0,0,3.2377493328,1,0,0,0,0,0,0,0,2.8686287901,2.999320268,7.5379994686,5.5800564821,3.1461362182,9
3.413926,906841,273,0,0,0,0,0,0,0,0,0,0,0,1,2.7210164332,0,0,4.7903108889,0,0,1,0,0,0,0,0,0,0,2.8520176879,3.0622812835,6.0677179038,5.1389451953,2.828466831,6
-0.934724,906865,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0,1,0,0,0,0,0,0,0,3.0263632345,3.257221016,6.786587918,4.4241824512,2.0100142207,4
-0.284717,907058,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5959900584,0,0,0,0,0,0,0,0,0,0,0,2.9890279512,2.9047252579,6.3910535066,5.5516957541,2.4039239797,1
4.307476,907067,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0815847826,0,0,0,0,0,0,0,0,0,2,0,4.6142121153,3.192433314,6.9041002491,5.3577050227,2.5041376609,6
-2.367269,907169,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9760866548,0,0.771885,0,1,0,1,0,0,0,0,0,3.0160462437,3.4084326001,6.2920197942,5.72149334,2.2733964311,6
-1.046747,907171,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.589704542,0,0,0,0,0,0,1,0,0,0,0,2.9636129991,3.2666693306,6.4168787772,5.6820410582,2.3360212191,8
-0.609869,907172,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9858149746,0,0,0,0,0,0,0,0,0,0,0,3.401768297,3.2336626161,6.1317031908,6.1611277545,2.2656419593,10
-1.26208,908125,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.6371230116,0,1,3.0951624727,3.4304583082,6.6022065409,6.1020027303,1.959557042,8
-0.072048,908128,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9729302307,2,4,0,0,0,0,0,0,2.8920391501,3.1962498587,6.6044383729,6.1480601306,3.7459879667,10
1.524015,909706,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,3.1420955104,6.3832991772,5.4226161461,2.6498415454,7
1.760302,909713,273,0,3.2692214484,0,0,0,0,0,0,0,0,0,0,0,0,4.2589112437,0,0,0,0,0,0,0,0,0,0,0,2.9943320224,3.1788993323,6.8625699925,5.2082461286,2.3067478184,3
0.244117,909723,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,0,0,2.8977386149,2.9019421786,6.3760563725,6.3314217803,2.8298853183,8
-0.561181,909724,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7687839898,0,0,0,0,1,0,0,0,0,0,0,2.910210766,3.0312444413,6.5304615048,4.8471171585,2.5635369728,4
-0.500845,909725,273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0561620036,0,0,6.6264268428,1,0,0,0,0,0,1,0,2.9280808558,2.671767245,6.7064969551,6.530950752,3.1696245825,4
-0.852428,909726,273,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7570924094,0,0,0,0,0,0,0,0,0,0,0,2.9848356828,2.9442653885,6.8233148072,5.454875823,2.4366629442,7
-0.228112,909784,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8378573055,0,0,0,1,0,0,0,0,0,0,0,2.822895768,3.1558922307,6.3979954472,6.9713754974,2.4659204815,5
-0.227685,910697,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446799855,3.011024581,6.611937614,5.4941446307,2.3670176234,8
-2.277446,910853,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4.3998443434,0,0,4.796589481,2.9052869665,6.3378627389,3.7672742525,1.4088044669,9
-1.263709,910903,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2098945568,0,0,0,0,0,0,0,0,0,0,0,2.9202327312,3.2708078861,6.7020292041,5.4415727631,2.0740409857,4
-0.078167,910921,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6982204348,0,0,0,0,0,0,0,0,0,0,0,4.7066039441,3.1587881037,6.8081987162,5.5538107885,2.2253553647,8
-1.835156,910925,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.726279505,0,0,0,0,0,0,0,0,0,0,0,3.031323289,3.5753219846,6.1396297533,4.6281963363,1.7918709168,9
0.233568,910932,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.8871692185,2.8805661876,6.323518746,5.9785992579,2.8100131,10
0.834096,925339,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6489332262,0,0,0,1,0,0,0,0,0,0,0,3.062479867,3.0825653738,6.5520872733,4.5364269217,2.6686755312,5
-0.245261,971777,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6708432221,0,0,0,0,0,0,0,1,6.6708432221,0,0,2.8759289153,3.1153607494,7.0680068856,4.4456227649,1.7864007874,8
0.563214,1240125,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6114170127,0,0,0,0,1,0,0,0,0,1,0,3.0196852704,2.9715560246,5.2698386421,6.3758861622,3.2718597692,4
-0.546984,1240130,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0194129942,0,0.803653,0,0,0,1,0,0,0,0,0,4.2588922275,3.1884899521,7.4494437819,4.4432473127,1.6623847246,4
-1.604464,1240153,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2562226917,0,0,0,1,0,0,0,0,0,0,0,3.0142886811,3.112671923,7.2591507437,4.7745651402,1.8599585455,2
0.497509,1240226,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5659659165,0,0,0,0,0,0,0,0,0,0,0,2.9994014728,2.8142410601,6.6644443157,5.3949306354,2.6479418258,8
-0.169098,1287706,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2095949315,0,0,0,0,1,1,0,0,0,1,0,3.1121568867,3.5111447226,6.3142285442,5.4522291879,2.278965838,4
-0.039892,1298145,273,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026291082,3.3075081458,5.9988140368,7.49242324,3.0029564427,7
0.346722,1298160,273,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.7009669527,0,0,0,2,1,0,0,0,0,3,0,2.9852256991,2.9079916671,5.207403433,4.6377785734,3.0881668018,4
-0.270941,1299078,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3862046286,0,0,3.8340118109,0,1,0,0,0,0,1,0,2.982705948,3.0854105054,6.6041593452,5.2242480602,2.6842734515,10
-1.441412,1299080,273,0,6.8541188527,0,0,0,0,0,0,0,0,0,0,0,0,11.012704612,0,0,0,0,0,0,0,1,6.8541188527,0,0,2.9395237171,3.1728234934,6.5635012143,4.9491614107,1.5447218499,5
0.170929,1299081,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1413504413,0,0,3.1779727861,0,1,0,0,0,0,0,0,6.8026765134,2.993358513,6.1432293588,5.4211731483,2.2183922443,2
4.306782,687448,275,0,0,0,0,0,0,0,0,0,0,0,2,5.2430086243,0,5.8129981607,0,0,0,0,0,0,0,0,0,0,0,3.0246092431,2.9447520849,5.1066096864,5.428577798,3.2422427264,3
2.607796,753545,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7662686412,0,0,0,0,0,0,0,0,0,0,0,2.9812748584,2.8304594377,5.821523735,4.8904096202,2.6361240793,3
5.958954,753546,275,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,2.9947934633,3.0622456647,6.4880234608,4.3197374658,2.9315551984,10
5.475677,753579,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9306829853,2.9262743824,5.5640534114,5.4976556021,2.7683392446,2
1.418493,753596,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.231704838,0,0.807021,0,2,0,0,1,0,0,0,0,3.702485248,2.9957976654,5.9352159326,4.1359245241,2.3333606756,7
5.567481,905954,275,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.476902406,0,0,3.8781174492,1,0,0,0,0,0,0,0,2.9179110931,3.110242272,6.2594522583,5.2134243164,2.8443282464,6
5.736029,905955,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0194321487,3.0794714486,5.3016956496,4.7436687975,2.5164007156,2
6.194915,905956,275,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.4477200468,0,0,0,1,2,0,0,0,0,2,0,2.9160910977,2.9814266088,6.1494041617,4.1849677863,3.1628382794,9
4.114057,905974,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6816879044,0,0,0,0,0,1,1,0,0,0,1,2.8982673111,3.1179858022,6.6223905422,6.3735193297,1.985560804,4
2.850676,905975,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024332674,0,0,0,0,1,0,0,0,0,0,0,2.9393612217,3.0331977678,6.3313205692,5.5179124686,2.7966991987,5
5.534233,905976,275,0,0,0,0,1,-44,-1,-1.325,4.1399567688,0,0,0,0,0,4.6667367632,0,0,0,2,0,0,0,0,0,0,0,2.9925244418,3.0291194103,5.979879232,6.3682132261,3.0264838877,6
3.467426,905977,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8319819899,0,0,0,1,1,0,0,0,0,0,0,2.9410140667,3.3440903242,6.6760292477,4.1345933566,2.5067032147,1
5.266977,906792,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9966570939,0,0,0,0,0,0,0,0,0,0,0,2.9336195086,3.0075638579,6.3078544341,4.6956922601,2.6472699901,9
3.698258,906793,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2512862115,0,0,0,0,0,0,0,0,0,0,0,6.0672261207,2.9733786195,6.3334086183,5.9662547883,1.561693264,2
3.925431,906813,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,0,0,2.9898784833,3.4626093119,6.8184411853,4.6730891924,2.4752546302,3
4.655888,906814,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4800101127,0,0,0,2,3,0,0,1,6.4800101127,2,0,2.8784694921,2.8626093565,6.6611617446,4.3178819809,2.8111504107,8
5.710725,906818,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1920288691,0,0,0,0,0,0,0,0,0,1,0,2.9159680908,2.9224205155,6.7564872014,5.125511477,2.4921244201,3
4.946505,906830,275,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4.4080474507,0,0,3.2377493328,1,0,0,0,0,0,0,0,2.8686287901,2.999320268,7.5379994686,5.5800564821,3.1461362182,7
5.438268,906841,275,0,0,0,0,0,0,0,0,0,0,0,1,2.7210164332,0,0,4.7903108889,0,0,1,0,0,0,0,0,0,0,2.8520176879,3.0622812835,6.0677179038,5.1389451953,2.828466831,3
3.381117,906865,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0,1,0,0,0,0,0,0,0,3.0263632345,3.257221016,6.786587918,4.4241824512,2.0100142207,10
4.999735,907058,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5959900584,0,0,0,0,0,0,0,0,0,0,0,2.9890279512,2.9047252579,6.3910535066,5.5516957541,2.4039239797,10
4.541195,907067,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0815847826,0,0,0,0,0,0,0,0,0,2,0,4.6142121153,3.192433314,6.9041002491,5.3577050227,2.5041376609,3
3.321099,907169,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9760866548,0,0.771885,0,1,0,1,0,0,0,0,0,3.0160462437,3.4084326001,6.2920197942,5.72149334,2.2733964311,1
2.095671,907171,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.589704542,0,0,0,0,0,0,1,0,0,0,0,2.9636129991,3.2666693306,6.4168787772,5.6820410582,2.3360212191,4
5.303392,907172,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9858149746,0,0,0,0,0,0,0,0,0,0,0,3.401768297,3.2336626161,6.1317031908,6.1611277545,2.2656419593,2
5.278396,908125,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.6371230116,0,1,3.0951624727,3.4304583082,6.6022065409,6.1020027303,1.959557042,1
5.437562,908128,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9729302307,2,4,0,0,0,0,0,0,2.8920391501,3.1962498587,6.6044383729,6.1480601306,3.7459879667,6
3.457252,909706,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,3.1420955104,6.3832991772,5.4226161461,2.6498415454,1
3.408589,909713,275,0,3.2692214484,0,0,0,0,0,0,0,0,0,0,0,0,4.2589112437,0,0,0,0,0,0,0,0,0,0,0,2.9943320224,3.1788993323,6.8625699925,5.2082461286,2.3067478184,3
5.271202,909723,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,0,0,2.8977386149,2.9019421786,6.3760563725,6.3314217803,2.8298853183,8
2.284812,909724,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7687839898,0,0,0,0,1,0,0,0,0,0,0,2.910210766,3.0312444413,6.5304615048,4.8471171585,2.5635369728,5
3.438846,909725,275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0561620036,0,0,6.6264268428,1,0,0,0,0,0,1,0,2.9280808558,2.671767245,6.7064969551,6.530950752,3.1696245825,4
2.95483,909726,275,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7570924094,0,0,0,0,0,0,0,0,0,0,0,2.9848356828,2.9442653885,6.8233148072,5.454875823,2.4366629442,7
3.569994,909784,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8378573055,0,0,0,1,0,0,0,0,0,0,0,2.822895768,3.1558922307,6.3979954472,6.9713754974,2.4659204815,6
5.952024,910697,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446799855,3.011024581,6.611937614,5.4941446307,2.3670176234,8
1.723506,910853,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4.3998443434,0,0,4.796589481,2.9052869665,6.3378627389,3.7672742525,1.4088044669,5
3.971764,910903,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2098945568,0,0,0,0,0,0,0,0,0,0,0,2.9202327312,3.2708078861,6.7020292041,5.4415727631,2.0740409857,2
3.989692,910921,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6982204348,0,0,0,0,0,0,0,0,0,0,0,4.7066039441,3.1587881037,6.8081987162,5.5538107885,2.2253553647,7
5.288681,910925,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.726279505,0,0,0,0,0,0,0,0,0,0,0,3.031323289,3.5753219846,6.1396297533,4.6281963363,1.7918709168,8
4.542073,910932,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.8871692185,2.8805661876,6.323518746,5.9785992579,2.8100131,5
3.939701,925339,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6489332262,0,0,0,1,0,0,0,0,0,0,0,3.062479867,3.0825653738,6.5520872733,4.5364269217,2.6686755312,6
5.994394,971777,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6708432221,0,0,0,0,0,0,0,1,6.6708432221,0,0,2.8759289153,3.1153607494,7.0680068856,4.4456227649,1.7864007874,9
3.560498,1240125,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6114170127,0,0,0,0,1,0,0,0,0,1,0,3.0196852704,2.9715560246,5.2698386421,6.3758861622,3.2718597692,8
4.313748,1240130,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0194129942,0,0.803653,0,0,0,1,0,0,0,0,0,4.2588922275,3.1884899521,7.4494437819,4.4432473127,1.6623847246,1
4.000828,1240153,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2562226917,0,0,0,1,0,0,0,0,0,0,0,3.0142886811,3.112671923,7.2591507437,4.7745651402,1.8599585455,1
3.580848,1240226,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5659659165,0,0,0,0,0,0,0,0,0,0,0,2.9994014728,2.8142410601,6.6644443157,5.3949306354,2.6479418258,5
5.142065,1287706,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2095949315,0,0,0,0,1,1,0,0,0,1,0,3.1121568867,3.5111447226,6.3142285442,5.4522291879,2.278965838,10
3.583053,1298145,275,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026291082,3.3075081458,5.9988140368,7.49242324,3.0029564427,9
5.575169,1298160,275,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.7009669527,0,0,0,2,1,0,0,0,0,3,0,2.9852256991,2.9079916671,5.207403433,4.6377785734,3.0881668018,6
3.318423,1299078,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3862046286,0,0,3.8340118109,0,1,0,0,0,0,1,0,2.982705948,3.0854105054,6.6041593452,5.2242480602,2.6842734515,2
2.30771,1299080,275,0,6.8541188527,0,0,0,0,0,0,0,0,0,0,0,0,11.012704612,0,0,0,0,0,0,0,1,6.8541188527,0,0,2.9395237171,3.1728234934,6.5635012143,4.9491614107,1.5447218499,9
2.409555,1299081,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1413504413,0,0,3.1779727861,0,1,0,0,0,0,0,0,6.8026765134,2.993358513,6.1432293588,5.4211731483,2.2183922443,6
3.035312,687448,277,0,0,0,0,0,0,0,0,0,0,0,2,5.2430086243,0,5.8129981607,0,0,0,0,0,0,0,0,0,0,0,3.0246092431,2.9447520849,5.1066096864,5.428577798,3.2422427264,3
2.586613,753545,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7662686412,0,0,0,0,0,0,0,0,0,0,0,2.9812748584,2.8304594377,5.821523735,4.8904096202,2.6361240793,6
2.717994,753546,277,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,2.9947934633,3.0622456647,6.4880234608,4.3197374658,2.9315551984,3
2.21262,753579,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9306829853,2.9262743824,5.5640534114,5.4976556021,2.7683392446,8
2.29502,753596,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.231704838,0,0.807021,0,2,0,0,1,0,0,0,0,3.702485248,2.9957976654,5.9352159326,4.1359245241,2.3333606756,5
2.613632,905954,277,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.476902406,0,0,3.8781174492,1,0,0,0,0,0,0,0,2.9179110931,3.110242272,6.2594522583,5.2134243164,2.8443282464,5
2.583781,905955,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0194321487,3.0794714486,5.3016956496,4.7436687975,2.5164007156,3
2.930873,905956,277,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.4477200468,0,0,0,1,2,0,0,0,0,2,0,2.9160910977,2.9814266088,6.1494041617,4.1849677863,3.1628382794,4
2.03602,905974,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6816879044,0,0,0,0,0,1,1,0,0,0,1,2.8982673111,3.1179858022,6.6223905422,6.3735193297,1.985560804,2
2.848842,905975,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024332674,0,0,0,0,1,0,0,0,0,0,0,2.9393612217,3.0331977678,6.3313205692,5.5179124686,2.7966991987,9
2.295825,905976,277,0,0,0,0,1,-44,-1,-1.325,4.1399567688,0,0,0,0,0,4.6667367632,0,0,0,2,0,0,0,0,0,0,0,2.9925244418,3.0291194103,5.979879232,6.3682132261,3.0264838877,6
3.156396,905977,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8319819899,0,0,0,1,1,0,0,0,0,0,0,2.9410140667,3.3440903242,6.6760292477,4.1345933566,2.5067032147,6
2.28902,906792,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9966570939,0,0,0,0,0,0,0,0,0,0,0,2.9336195086,3.0075638579,6.3078544341,4.6956922601,2.6472699901,1
1.908487,906793,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2512862115,0,0,0,0,0,0,0,0,0,0,0,6.0672261207,2.9733786195,6.3334086183,5.9662547883,1.561693264,3
2.070415,906813,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,0,0,2.9898784833,3.4626093119,6.8184411853,4.6730891924,2.4752546302,6
2.221864,906814,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4800101127,0,0,0,2,3,0,0,1,6.4800101127,2,0,2.8784694921,2.8626093565,6.6611617446,4.3178819809,2.8111504107,1
2.806466,906818,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1920288691,0,0,0,0,0,0,0,0,0,1,0,2.9159680908,2.9224205155,6.7564872014,5.125511477,2.4921244201,5
-0.91871,906830,277,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4.4080474507,0,0,3.2377493328,1,0,0,0,0,0,0,0,2.8686287901,2.999320268,7.5379994686,5.5800564821,3.1461362182,10
2.553814,906841,277,0,0,0,0,0,0,0,0,0,0,0,1,2.7210164332,0,0,4.7903108889,0,0,1,0,0,0,0,0,0,0,2.8520176879,3.0622812835,6.0677179038,5.1389451953,2.828466831,3
1.65837,906865,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0,1,0,0,0,0,0,0,0,3.0263632345,3.257221016,6.786587918,4.4241824512,2.0100142207,5
2.631221,907058,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5959900584,0,0,0,0,0,0,0,0,0,0,0,2.9890279512,2.9047252579,6.3910535066,5.5516957541,2.4039239797,9
2.285737,907067,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0815847826,0,0,0,0,0,0,0,0,0,2,0,4.6142121153,3.192433314,6.9041002491,5.3577050227,2.5041376609,8
2.21767,907169,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9760866548,0,0.771885,0,1,0,1,0,0,0,0,0,3.0160462437,3.4084326001,6.2920197942,5.72149334,2.2733964311,9
2.000912,907171,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.589704542,0,0,0,0,0,0,1,0,0,0,0,2.9636129991,3.2666693306,6.4168787772,5.6820410582,2.3360212191,10
2.452361,907172,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9858149746,0,0,0,0,0,0,0,0,0,0,0,3.401768297,3.2336626161,6.1317031908,6.1611277545,2.2656419593,5
1.716932,908125,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.6371230116,0,1,3.0951624727,3.4304583082,6.6022065409,6.1020027303,1.959557042,10
2.926063,908128,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9729302307,2,4,0,0,0,0,0,0,2.8920391501,3.1962498587,6.6044383729,6.1480601306,3.7459879667,5
1.82508,909706,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,3.1420955104,6.3832991772,5.4226161461,2.6498415454,4
2.869296,909713,277,0,3.2692214484,0,0,0,0,0,0,0,0,0,0,0,0,4.2589112437,0,0,0,0,0,0,0,0,0,0,0,2.9943320224,3.1788993323,6.8625699925,5.2082461286,2.3067478184,4
2.424547,909723,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,0,0,2.8977386149,2.9019421786,6.3760563725,6.3314217803,2.8298853183,8
3.074564,909724,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7687839898,0,0,0,0,1,0,0,0,0,0,0,2.910210766,3.0312444413,6.5304615048,4.8471171585,2.5635369728,3
3.170244,909725,277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0561620036,0,0,6.6264268428,1,0,0,0,0,0,1,0,2.9280808558,2.671767245,6.7064969551,6.530950752,3.1696245825,10
2.548166,909726,277,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7570924094,0,0,0,0,0,0,0,0,0,0,0,2.9848356828,2.9442653885,6.8233148072,5.454875823,2.4366629442,9
1.698434,909784,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8378573055,0,0,0,1,0,0,0,0,0,0,0,2.822895768,3.1558922307,6.3979954472,6.9713754974,2.4659204815,4
2.949338,910697,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446799855,3.011024581,6.611937614,5.4941446307,2.3670176234,10
2.117832,910853,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4.3998443434,0,0,4.796589481,2.9052869665,6.3378627389,3.7672742525,1.4088044669,7
1.416407,910903,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2098945568,0,0,0,0,0,0,0,0,0,0,0,2.9202327312,3.2708078861,6.7020292041,5.4415727631,2.0740409857,1
3.084466,910921,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6982204348,0,0,0,0,0,0,0,0,0,0,0,4.7066039441,3.1587881037,6.8081987162,5.5538107885,2.2253553647,1
