IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_828,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_791,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_648,Fingerprint_646,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,GO_0001756,GO_0030336_EXP,GO_0038083_CSV,GO_0048812_EXP,EXP_IRAK3,EXP_DYRK2,EXP_BRD4,EXP_CLK4,Predicted IC50,Validation
3.523474,907068,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,2.8424243469,2
4.634428,930297,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,4.5766870497,2
4.182478,930298,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.1767250464,6
1.635251,1240212,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,2.3381637674,5
2.422176,1298134,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,3.2871793913,5
4.882396,687505,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,3.0512366545,9
5.872877,687506,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,4.9696076245,9
6.195114,724839,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,5.8829368331,10
0.318697,906824,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,0.788468944,7
3.745854,906843,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,3.9748207847,5
3.632818,907068,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,4.6872219051,7
6.244813,930297,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,6.1618811901,4
6.549877,930298,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,6.8877825981,8
2.954499,1240212,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,3.6360406772,5
3.820811,1298134,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,4.053026367,7
4.041016,687505,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,3.9948827636,3
5.594228,687506,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,5.8279112331,9
6.185331,724839,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,5.1441374112,1
4.094906,906824,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,3.8087928968,2
4.937305,906843,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,4.7673287101,10
5.375337,907068,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,5.0949972629,1
6.24416,930297,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,6.1372434427,9
6.535641,930298,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.9278096246,4
4.211695,1240212,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,4.7364994988,7
4.514197,1298134,230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,4.710516105,6
5.018851,687505,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,3.9577663099,1
5.903323,687506,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,5.8510919429,4
4.585315,906824,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,4.1907111855,3
5.094432,906843,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,4.8090520317,9
5.534824,907068,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,5.126045953,5
6.244813,930297,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,6.0870096925,8
6.547242,930298,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.8581950944,10
4.382175,1240212,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,4.787373913,5
5.311457,1298134,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,4.7482981005,1
0.696496,687505,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,0.0669640236,10
4.864941,687506,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,2.9840224753,2
5.079266,724839,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,4.1370601099,4
-0.896322,906824,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,-0.158206127,5
1.336834,906843,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,1.6910944786,10
0.517151,907068,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,1.8948956352,6
3.187693,930297,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,4.2311746693,2
5.800311,930298,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.4346762069,6
-0.148069,1240212,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,1.672783135,3
2.071781,1298134,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,2.4867768552,1
1.925701,687505,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,0.2680388063,7
3.324424,687506,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,2.3199099994,2
4.497147,724839,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,4.3485298185,5
1.958724,906824,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,0.1853534871,10
2.795553,906843,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,1.6176194138,10
3.263175,907068,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,1.4327228706,5
4.864037,930297,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,4.1247650294,10
5.163415,930298,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,4.645957496,2
3.480735,1240212,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,1.5270380378,5
3.469256,1298134,249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,2.1758217419,7
0.276822,687505,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,0.6695858796,6
1.015192,687506,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,0.6940148567,2
1.370579,724839,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,2.7390035428,7
-2.22532,906824,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,0.4323905728,9
0.377577,906843,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,0.6374072044,9
-0.089927,907068,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,0.5779121264,10
1.678907,930297,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,2.1673095191,2
4.100019,930298,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,2.7191959992,4
0.810185,1240212,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,0.5360673556,7
2.321603,1298134,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,0.7519745618,9
4.334853,687505,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,3.5097299916,8
4.821655,687506,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,5.269276097,8
5.396179,724839,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,5.5213202505,9
4.04043,906824,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,3.9586459232,1
4.59692,906843,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,4.1329822599,5
4.759438,907068,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,4.5715811868,5
5.500664,930297,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,6.4469529282,2
5.697915,930298,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,6.4877580191,8
4.678239,1240212,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,4.2589211694,8
4.497934,1298134,253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,4.0867990648,9
1.470769,687505,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,1.2463465597,9
2.929906,687506,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,3.4683639288,10
3.197839,724839,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,4.7955983394,4
1.610065,906824,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,0.7183481091,9
1.954111,906843,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,2.4188608112,5
1.911597,907068,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,2.4428476016,6
3.272797,930297,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,5.2982202422,6
3.60555,930298,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.4130332816,5
2.194967,1240212,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,2.1135854037,4
2.099911,1298134,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,2.5493983047,3
2.959906,687505,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,2.4762945546,4
4.573243,687506,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,5.0885820034,9
4.817501,724839,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,5.2279169245,6
3.242597,906824,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,3.0959335116,8
3.839662,906843,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,4.3983530917,2
4.067804,907068,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,4.4793573334,5
5.52357,930297,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,5.5006164873,1
5.868885,930298,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.4716320873,7
4.57876,1240212,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,4.4575189307,6
4.216919,1298134,255,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,4.8270785821,2
1.404236,687505,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,1.1202408916,3
2.472988,687506,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,3.2618821521,5
4.578171,724839,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,4.322888367,5
-1.096501,906824,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,-0.83290889,4
2.259894,906843,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,2.4221747692,4
2.330333,907068,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,2.6760161562,6
5.459423,930297,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,5.2597214997,10
5.805217,930298,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.8268919339,2
1.938276,1240212,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,1.7247665767,3
2.212715,1298134,256,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,2.5130821662,5
-0.47973,687505,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,0.1500060239,9
4.100347,687506,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3.4793992429,5.2554457241,5.4320796759,4.6666178059,4.3319846057,9
5.440323,724839,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1.360734,4.3973425789,3.9570779615,5.247507449,5.4131136837,4.7921021671,5.2141258917,2
1.388782,906824,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,6.3018233858,0,6.3018233858,2.9956604313,6.5237035912,5.9173867453,4.2166412836,1.1200781171,5
2.99413,906843,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.795511,0,2.9478359226,6.0368150831,5.5199455439,4.3011066714,2.3616904232,10
2.951559,907068,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,4.075339393,3.6321368395,5.2321305576,5.6125055083,4.4088529342,2.97849225,7
5.120547,930297,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.578774,0,4.8521131365,4.9079055785,5.3820524088,4.187053606,5.5250620703,4
5.648715,930298,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.719697,0,4.2284266226,4.8693220572,5.0044916562,5.2681201777,5.7312290697,3
3.39404,1240212,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3.0190340375,3.1566702035,5.2108138675,5.687384494,4.289766208,3.4583679843,10
3.181451,1298134,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,4.4140067546,0,4.4140067546,3.2231998158,5.4952313001,5.2675923994,4.2722922836,3.3717130827,9
0.811769,687505,260,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,3.3782014768,0,7.0687721079,3.0252558276,6.6363806994,5.6090773638,4.0956815638,1.5644814711,10
